player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id
Ifeadi Odenigbo,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033969
T.J. Watt,2021,4,112.011,28.00275,80,0.153,156.754024,39.188506,111.956164,00-0033886
Nick Bosa,2023,5,170,34,122.5,0.151,193.140569,38.628114,139.174822,00-0035717
Joey Bosa,2020,5,135,27,102,0.136,173.960646,34.792129,131.436932,00-0033156
Khalil Mack,2018,6,141,23.5,90,0.133,203.224605,33.870767,129.717833,00-0031040
Myles Garrett,2020,5,125,25,100,0.126,161.074672,32.214934,128.859738,00-0033868
Von Miller,2022,6,120,20,51.435,0.096,147.204611,24.534102,63.095576,00-0027940
Maxx Crosby,2022,4,94,23.5,53.03,0.113,115.310279,28.82757,65.052171,00-0034973
Demarcus Lawrence,2022,3,40,13.333333,30,0.064,49.068204,16.356067,36.801153,00-0031411
Frank Clark,2023,1,5.51,5.51,5,0.025,6.260027,6.260027,5.680605,00-0032210
Montez Sweat,2023,4,98,24.5,72.865,0.109,111.339858,27.834964,82.783456,00-0035647
Rashan Gary,2023,4,96,24,34.636928,0.107,109.067616,27.266904,39.351741,00-0034967
Bradley Chubb,2022,5,110,22,63.212444,0.106,134.93756,26.987512,77.543027,00-0034832
Chandler Jones,2022,3,51,17,32,0.082,62.56196,20.853987,39.254563,00-0029585
Trey Flowers,2023,1,1.675,1.675,0.05,0.007,1.903003,1.903003,0.056806,00-0031566
Trey Hendrickson,2023,1,21,21,8,0.093,23.858541,23.858541,9.088968,00-0033935
Shaquil Barrett,2021,4,68,17,34.5,0.093,95.16274,23.790685,48.281096,00-0031101
Cameron Jordan,2023,2,26.5,13.25,15.982647,0.059,30.107206,15.053603,18.158221,00-0027962
Bud Dupree,2023,1,3,3,2.49,0.013,3.408363,3.408363,2.828941,00-0032146
Dee Ford,2021,2,14,7,11.6,0.038,19.592329,9.796164,16.233644,00-0031297
Za'Darius Smith,2023,1,11.677,11.677,11.677,0.052,13.266485,13.266485,13.266485,00-0031576
Leonard Floyd,2023,1,7,7,0,0.031,7.952847,7.952847,0,00-0033072
Harold Landry,2022,5,87.5,17.5,52.5,0.084,107.336695,21.467339,64.402017,00-0034828
Carl Lawson,2023,1,9,9,8,0.04,10.225089,10.225089,9.088968,00-0033463
Danielle Hunter,2023,1,17,17,17,0.076,19.314057,19.314057,19.314057,00-0031565
Emmanuel Ogbah,2022,4,65.4,16.35,36,0.079,80.226513,20.056628,44.161383,00-0033073
Dante Fowler Jr.,2023,1,3,3,1,0.013,3.408363,3.408363,1.136121,00-0032052
Alex Highsmith,2023,4,68,17,27.743,0.076,77.256228,19.314057,31.519405,00-0036333
Matt Judon,2023,2,22.5,11.25,14,0.05,25.562722,12.781361,15.905694,00-0032415
Josh Sweat,2021,3,40,13.333333,26.92,0.073,55.978082,18.65936,37.673249,00-0034381
Haason Reddick,2022,3,45,15,30,0.072,55.201729,18.400576,36.801153,00-0033875
Nick Perry,2017,5,60,12,18.5,0.072,91.760479,18.352096,28.292814,00-0029408
Whitney Mercilus,2021,1,1.075,1.075,0,0.006,1.504411,1.504411,0,00-0029643
Yannick Ngakoue,2023,1,10.5,10.5,9.99,0.047,11.92927,11.92927,11.349849,00-0033123
Brandon Graham,2023,1,5,5,5,0.022,5.680605,5.680605,5.680605,00-0027865
Robert Quinn,2020,5,70,14,30,0.071,90.201816,18.040363,38.657921,00-0027952
Preston Smith,2022,4,52,13,12.2,0.062,63.788665,15.947166,14.965802,00-0031935
Romeo Okwara,2023,1,2.5,2.5,2,0.011,2.840302,2.840302,2.272242,00-0032655
Randy Gregory,2022,5,69.5,13.9,28,0.067,85.256004,17.051201,34.347743,00-0032197
Uchenna Nwosu,2023,3,45,15,32,0.067,51.125445,17.041815,36.355872,00-0034350
Kyle Van Noy,2023,1,1.6,1.6,1.4,0.007,1.817794,1.817794,1.590569,00-0031360
Jason Pierre-Paul,2023,1,1.165,1.165,0,0.005,1.323581,1.323581,0,00-0027867
Marcus Davenport,2023,1,13,13,10,0.058,14.769573,14.769573,11.36121,00-0034344
Carl Granderson,2023,4,52,13,35.3,0.058,59.078292,14.769573,40.105071,00-0035402
Sam Hubbard,2021,4,40,10,10,0.055,55.978082,13.994521,13.994521,00-0034834
Mario Addison,2022,2,7.7,3.85,4.6,0.018,9.445629,4.722815,5.642843,00-0028339
Shaq Lawson,2023,1,1.3175,1.3175,0.4525,0.006,1.496839,1.496839,0.514095,00-0033096
Jadeveon Clowney,2023,1,2.505,2.505,2.165,0.011,2.845983,2.845983,2.459702,00-0031364
Travon Walker,2022,4,37.372624,9.343156,37.372624,0.045,45.845188,11.461297,45.845188,00-0037235
Chase Young,2020,4,34.563598,8.6409,34.563598,0.044,44.538562,11.134641,44.538562,00-0036321
Aidan Hutchinson,2022,4,35.715388,8.928847,35.715388,0.043,43.812248,10.953062,43.812248,00-0037236
Carl Nassib,2022,1,1.1875,1.1875,0.6825,0.006,1.456712,1.456712,0.837226,00-0033129
Clelin Ferrell,2023,1,2.5,2.5,1.24,0.011,2.840302,2.840302,1.40879,00-0035692
Cameron Wake,2019,3,23,7.666667,9.75,0.041,31.21254,10.40418,13.231403,00-0023368
Will Anderson Jr.,2023,4,35.212818,8.803205,35.212818,0.039,40.006022,10.001506,40.006022,00-0039108
Kayvon Thibodeaux,2022,4,31.33904,7.83476,31.33904,0.038,38.44376,9.61094,38.44376,00-0037611
Carlos Dunlap,2022,1,3,3,3,0.014,3.680115,3.680115,3.680115,00-0027662
Samson Ebukam,2023,3,24,8,10.755,0.036,27.266904,9.088968,12.218981,00-0033945
Charles Omenihu,2023,2,16,8,8.6,0.036,18.177936,9.088968,9.770641,00-0035279
Devon Kennard,2022,1,1.5,1.5,0.6,0.007,1.840058,1.840058,0.736023,00-0031241
Derek Barnett,2023,1,3.75,3.75,3.5,0.017,4.260454,4.260454,3.976423,00-0033876
Alex Okafor,2021,1,1.075,1.075,0,0.006,1.504411,1.504411,0,00-0030503
Stephen Weatherly,2022,1,1.2,1.2,0.65,0.006,1.472046,1.472046,0.797358,00-0032448
Charles Harris,2023,1,3.5,3.5,3,0.016,3.976423,3.976423,3.408363,00-0033880
Arden Key,2023,3,21,7,13,0.031,23.858541,7.952847,14.769573,00-0034825
Rodney Gunter,2020,3,18,6,11.15,0.03,23.194753,7.731584,14.367861,00-0032131
Josh Hines-Allen,2019,4,22.742636,5.685659,22.742636,0.03,30.86328,7.71582,30.86328,00-0035642
Tyus Bowser,2021,4,22,5.5,12,0.03,30.787945,7.696986,16.793425,00-0033283
Deatrich Wise,2021,4,22,5.5,10,0.03,30.787945,7.696986,13.994521,00-0033947
Dorance Armstrong Jr.,2022,2,12,6,6,0.029,14.720461,7.360231,7.360231,00-0034373
Ogbonnia Okoronkwo,2023,3,19,6.333333,12.49,0.028,21.586299,7.195433,14.190151,00-0034807
Tyree Wilson,2023,4,25.0055,6.251375,25.0055,0.028,28.409274,7.102318,28.409274,00-0038541
Dawuane Smoot,2023,1,3.5,3.5,2.25,0.016,3.976423,3.976423,2.556272,00-0033907
Justin Houston,2023,1,6,6,6,0.027,6.816726,6.816726,6.816726,00-0028008
Jerry Hughes,2022,2,10,5,5.5,0.024,12.267051,6.133525,6.746878,00-0027881
Micah Parsons,2021,4,17.079792,4.269948,17.079792,0.023,23.90235,5.975588,23.90235,00-0036932
Takkarist McKinley,2023,1,1.2325,1.2325,0.1525,0.005,1.400269,1.400269,0.173258,00-0033540
Anthony Nelson,2023,2,10,5,5.5,0.022,11.36121,5.680605,6.248665,00-0035254
Melvin Ingram,2023,1,1.165,1.165,0,0.005,1.323581,1.323581,0,00-0029249
Jacob Martin,2023,1,2.5,2.5,1,0.011,2.840302,2.840302,1.136121,00-0034163
Markus Golden,2023,1,1.3175,1.3175,0.1525,0.006,1.496839,1.496839,0.173258,00-0032127
Benson Mayowa,2021,2,7.62,3.81,4.1,0.021,10.663825,5.331912,5.737753,00-0030380
Zaven Collins,2021,4,14.690254,3.672564,14.690254,0.02,20.558306,5.139577,20.558306,00-0036933
Lorenzo Carter,2023,2,9,4.5,5.25,0.02,10.225089,5.112544,5.964635,00-0034360
Lukas Van Ness,2023,4,17.388096,4.347024,17.388096,0.019,19.754981,4.938745,19.754981,00-0039112
Al-Quadin Muhammad,2023,1,1.2325,1.2325,0.6525,0.005,1.400269,1.400269,0.741319,00-0033964
Jaelan Phillips,2021,4,14.018206,3.504552,14.018206,0.019,19.617807,4.904452,19.617807,00-0036934
Bryce Huff,2023,1,4.304,4.304,0,0.019,4.889865,4.889865,0,00-0036151
Kwity Paye,2021,4,13.644836,3.411209,13.644836,0.019,19.095294,4.773823,19.095294,00-0036479
Dennis Gardeck,2022,3,10,3.333333,3.75,0.016,12.267051,4.089017,4.600144,00-0034473
Will McDonald IV,2023,4,16.321664,4.080416,16.321664,0.018,18.543385,4.635846,18.543385,00-0039142
Brian Burns,2019,4,13.540182,3.385046,13.540182,0.018,18.374933,4.593734,18.374933,00-0035713
Payton Turner,2021,4,12.524736,3.131184,12.524736,0.017,17.527768,4.381942,17.527768,00-0036926
K'Lavon Chaisson,2020,4,13.34461,3.336153,13.34461,0.017,17.195829,4.298958,17.195829,00-0036286
Jordan Jenkins,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0032970
Gregory Rousseau,2021,4,11.60819,2.902048,11.367075,0.016,16.245105,4.061277,15.907676,00-0036914
Jermaine Johnson II,2022,4,13.087444,3.271861,13.087444,0.016,16.054434,4.013609,16.054434,00-0037663
Odafe Oweh,2021,4,11.34239,2.835597,10.985701,0.016,15.873131,3.968282,15.373962,00-0036940
Joe Tryon-Shoyinka,2021,4,11.171244,2.792811,10.690907,0.015,15.63362,3.908405,14.961412,00-0036967
Jeremiah Attaochu,2022,1,1.12,1.12,0,0.005,1.37391,1.37391,0,00-0031258
Tarell Basham,2023,1,1.131,1.131,0,0.005,1.284953,1.284953,0,00-0033917
Adrian Clayborn,2020,2,5.75,2.875,2.75,0.015,7.409435,3.704717,3.543643,00-0027958
George Karlaftis,2022,4,11.935476,2.983869,11.935476,0.014,14.641309,3.660327,14.641309,00-0037192
Myles Murphy,2023,4,12.587256,3.146814,12.587256,0.014,14.300646,3.575161,14.300646,00-0038546
Jihad Ward,2023,1,1.5,1.5,0.5,0.007,1.704181,1.704181,0.56806,00-0033046
Ryan Kerrigan,2021,1,2.5,2.5,2.5,0.014,3.49863,3.49863,3.49863,00-0027954
Nolan Smith,2023,4,11.992416,2.998104,11.992416,0.013,13.624836,3.406209,13.624836,00-0039013
Rasheem Green,2023,1,2.5,2.5,0.85,0.011,2.840302,2.840302,0.965703,00-0034831
Marquis Haynes,2022,2,5.5,2.75,2.035,0.013,6.746878,3.373439,2.496345,00-0034382
Felix Anudike-Uzomah,2023,4,11.81782,2.954455,11.81782,0.013,13.426473,3.356618,13.426473,00-0039006
Tanoh Kpassagnon,2023,2,5,2.5,2.5,0.011,5.680605,2.840302,2.840302,00-0033902
Tyquan Lewis,2023,1,2.1,2.1,0.5,0.009,2.385854,2.385854,0.56806,00-0034359
Andrew Van Ginkel,2023,1,2.65,2.65,2.26,0.012,3.010721,3.010721,2.567633,00-0035272
Malik Reed,2023,1,1.2325,1.2325,0.75,0.005,1.400269,1.400269,0.852091,00-0034954
Arnold Ebiketie,2022,4,8.818692,2.204673,6.911142,0.011,10.817934,2.704484,8.477933,00-0038116
Yetur Gross-Matos,2020,4,8.198828,2.049707,5.215458,0.01,10.564988,2.641247,6.720625,00-0036288
Boye Mafe,2022,4,8.56226,2.140565,6.31929,0.01,10.503368,2.625842,7.751905,00-0038133
Derick Hall,2023,4,9.115604,2.278901,7.222566,0.01,10.356429,2.589107,8.205709,00-0039047
Isaiah Foskey,2023,4,8.734722,2.183681,6.731557,0.01,9.923701,2.480926,7.647863,00-0039143
B.J. Ojulari,2023,4,8.597614,2.149404,6.532849,0.01,9.76793,2.441983,7.422107,00-0039155
David Ojabo,2022,4,7.909124,1.977281,5.401594,0.009,9.702163,2.425541,6.626163,00-0038142
Josh Paschal,2022,4,7.735658,1.933915,4.842553,0.009,9.489371,2.372343,5.940384,00-0038096
Azeez Ojulari,2021,4,6.774914,1.693729,3.915159,0.009,9.481167,2.370293,5.479077,00-0036552
Efe Obada,2023,1,2,2,1,0.009,2.272242,2.272242,1.136121,00-0031500
Keion White,2023,4,7.79017,1.947543,5.321683,0.009,8.850576,2.212644,6.046076,00-0039148
Darrell Taylor,2020,4,6.764512,1.691128,4.007122,0.009,8.716732,2.179183,5.163567,00-0036413
Dayo Odeyingbo,2021,4,6.17753,1.544383,3.453545,0.008,8.645157,2.16129,4.833071,00-0036480
Kyler Fackrell,2022,1,1.1875,1.1875,0.6335,0.006,1.456712,1.456712,0.777118,00-0032955
Carlos Basham Jr.,2021,4,5.624942,1.406236,3.026547,0.008,7.871837,1.96796,4.235507,00-0036553
Sam Williams,2022,4,6.224254,1.556064,3.399649,0.007,7.635324,1.908832,4.170367,00-0037665
A.J. Epenesa,2020,4,5.877304,1.469326,3.321554,0.007,7.573479,1.89337,4.280146,00-0036192
Tuli Tuipulotu,2023,4,6.571382,1.642846,3.577887,0.007,7.465885,1.866472,4.064913,00-0039111
Vinny Curry,2022,1,1.3,1.3,0.8,0.006,1.594717,1.594717,0.981364,00-0029412
Joseph Ossai,2021,4,5.192616,1.298154,1.136448,0.007,7.266817,1.816704,1.590404,00-0036902
Drake Jackson,2022,4,5.892392,1.473098,3.143212,0.007,7.228227,1.807057,3.855794,00-0037826
Nik Bonitto,2022,4,5.801888,1.450472,3.073278,0.007,7.117206,1.779301,3.770006,00-0037249
Barkevious Mingo,2021,1,1.25,1.25,1.1,0.007,1.749315,1.749315,1.539397,00-0030558
Malcolm Koonce,2021,4,4.99796,1.24949,0.99488,0.007,6.994405,1.748601,1.392287,00-0036989
Joshua Uche,2020,4,5.389336,1.347334,2.944486,0.007,6.944684,1.736171,3.794257,00-0036159
Patrick Jones II,2021,4,4.870096,1.217524,0.901888,0.007,6.815466,1.703866,1.262149,00-0037007
Pernell McPhee,2021,1,1.2125,1.2125,0.45,0.007,1.696836,1.696836,0.629753,00-0028103
Ronnie Perkins,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036978
Cassius Marsh,2021,1,1.175,1.175,0.1,0.006,1.644356,1.644356,0.139945,00-0031175
Baron Browning,2021,4,4.675775,1.168944,0.840616,0.006,6.543523,1.635881,1.176402,00-0036995
Alex Wright,2022,4,5.293574,1.323394,1.029872,0.006,6.493654,1.623414,1.263349,00-0037251
DeAngelo Malone,2022,4,5.229582,1.307396,0.983332,0.006,6.415155,1.603789,1.206258,00-0037808
Julian Okwara,2020,4,4.93134,1.232835,1.146428,0.006,6.354512,1.588628,1.477284,00-0036249
Zach Harrison,2023,4,5.568446,1.392112,1.04978,0.006,6.326428,1.581608,1.192677,00-0038980
Aldon Smith,2021,1,1.1275,1.1275,0.1375,0.006,1.577882,1.577882,0.192425,00-0027945
Taco Charlton,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033541
Damontre Moore,2021,1,1.1275,1.1275,0.01,0.006,1.577882,1.577882,0.013995,00-0030069
Steven Means,2022,1,1.12,1.12,0,0.005,1.37391,1.37391,0,00-0030387
Byron Young,2023,4,5.555238,1.38881,1.040172,0.006,6.311423,1.577856,1.181761,00-0039137
Cameron Thomas,2022,4,5.14434,1.286085,0.921336,0.006,6.310588,1.577647,1.130208,00-0037815
D.J. Johnson,2023,4,5.502988,1.375747,1.002172,0.006,6.25206,1.563015,1.138589,00-0038535
YaYa Diaby,2023,4,5.465412,1.366353,0.974844,0.006,6.209369,1.552342,1.107541,00-0039068
Kentavius Street,2023,1,1.28,1.28,0.5,0.006,1.454235,1.454235,0.56806,00-0034320
Myjai Sanders,2022,4,5.044904,1.261226,0.84902,0.006,6.188609,1.547152,1.041497,00-0037751
Derek Rivers,2023,1,1.06,1.06,0.04,0.005,1.204288,1.204288,0.045445,00-0033920
Frankie Luvu,2022,2,9,4.5,4.5,0.022,11.040346,5.520173,5.520173,00-0034302
Everson Griffen,2021,1,1.075,1.075,0,0.006,1.504411,1.504411,0,00-0027701
John Simon,2022,1,1.12,1.12,0,0.005,1.37391,1.37391,0,00-0030442
Chris Smith,2021,1,1.075,1.075,0,0.006,1.504411,1.504411,0,00-0031264
Jabari Zuniga,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036296
Cameron Sample,2021,4,4.268148,1.067037,0.788148,0.006,5.973068,1.493267,1.102975,00-0036850
Elerson Smith,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0036895
Chris Rumph II,2021,4,4.23354,1.058385,0.75354,0.006,5.924636,1.481159,1.054543,00-0036867
Jordan Smith,2021,4,4.219588,1.054897,0.739588,0.006,5.905111,1.476278,1.035018,00-0036868
Chad Thomas,2018,4,4.082294,1.020574,1.04894,0.006,5.883848,1.470963,1.511847,00-0034770
Terrell Lewis,2023,1,0.315,0.315,0,0.001,0.357878,0.357878,0,00-0036419
Olasunkanmi Adeniyi,2022,1,1.1875,1.1875,0.5025,0.006,1.456712,1.456712,0.616419,00-0034204
Anfernee Jennings,2020,4,4.503929,1.125982,0.90318,0.006,5.803751,1.450937,1.163835,00-0036193
Janarius Robinson,2023,2,1.855,0.9275,0,0.004,2.107504,1.053752,0,00-0036878
Rashad Weaver,2021,4,4.139664,1.034916,0.659664,0.006,5.793261,1.448315,0.923168,00-0036938
Jachai Polite,2020,2,1.11,0.555,0,0.003,1.430343,0.715172,0,00-0035528
Jonathan Greenard,2020,4,4.475554,1.118889,0.89398,0.006,5.767187,1.441797,1.15198,00-0036224
Trevis Gipson,2023,1,1.25,1.25,0.25,0.006,1.420151,1.420151,0.28403,00-0036305
Jordan Willis,2023,1,1.2325,1.2325,0.07625,0.005,1.400269,1.400269,0.086629,00-0033912
Malik Harrison,2020,4,4.336935,1.084234,0.832292,0.005,5.588563,1.397141,1.072489,00-0036280
Joshua Kaindoh,2021,4,3.979344,0.994836,0.499344,0.005,5.568901,1.392225,0.698808,00-0036632
Nate Orchard,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0031556
Daeshon Hall,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0033285
Shilique Calhoun,2022,1,1.035,1.035,0,0.005,1.26964,1.26964,0,00-0033122
Ronald Blair,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0032413
Anthony Zettel,2021,1,0.99,0.99,0,0.005,1.385458,1.385458,0,00-0032435
Brandon Copeland,2022,1,0.3727,0.3727,0,0.002,0.457193,0.457193,0,00-0030010
Bruce Irvin,2023,1,1.165,1.165,0,0.005,1.323581,1.323581,0,00-0029193
Micheal Clemons,2022,4,4.424096,1.106024,0.764096,0.005,5.427061,1.356765,0.93732,00-0038107
Oshane Ximines,2023,1,1.18,1.18,0.2,0.005,1.340623,1.340623,0.227224,00-0035708
Daelin Hayes,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,NA
Dylan Horton,2023,4,4.641044,1.160261,0.801044,0.005,5.272788,1.318197,0.910083,00-0039009
Adetomiwa Adebawore,2023,4,4.636912,1.159228,0.796912,0.005,5.268093,1.317023,0.905388,00-0039031
D.J. Wonnum,2020,4,4.04578,1.011445,0.75078,0.005,5.213381,1.303345,0.967453,00-0036335
Adetokunbo Ogundeji,2021,4,3.720152,0.930038,0.240152,0.005,5.206174,1.301544,0.336081,00-0036949
Tavius Robinson,2023,4,4.560564,1.140141,0.720564,0.005,5.181353,1.295338,0.818648,00-0038505
Isaiah McGuire,2023,4,4.551928,1.137982,0.711928,0.005,5.171541,1.292885,0.808836,00-0038574
Peter Kalambayi,2021,1,0.92,0.92,0,0.005,1.287496,1.287496,0,00-0034421
Kylie Fitts,2021,1,0.92,0.92,0,0.005,1.287496,1.287496,0,00-0034404
Tashawn Bower,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0033324
Reggie Gilbert,2021,1,0.92,0.92,0,0.005,1.287496,1.287496,0,00-0032633
Bryan Cox Jr.,2022,1,0.965,0.965,0,0.005,1.18377,1.18377,0,00-0033408
Jullian Taylor,2022,1,0.965,0.965,0,0.005,1.18377,1.18377,0,00-0034283
Jeremiah Valoaga,2021,1,0.92,0.92,0,0.005,1.287496,1.287496,0,00-0033758
Viliami Fehoko,2023,4,4.530756,1.132689,0.690756,0.005,5.147487,1.286872,0.784782,00-0038575
Tarron Jackson,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036921
Jaylen Twyman,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0036651
Victor Dimukeje,2021,4,3.64186,0.910465,0.16186,0.005,5.096608,1.274152,0.226515,00-0036896
Joe Jackson,2022,1,0.965,0.965,0,0.005,1.18377,1.18377,0,00-0035281
Tuzar Skipper,2022,2,1.905,0.9525,0,0.005,2.336873,1.168437,0,NA
James Vaughters,2022,1,0.965,0.965,0,0.005,1.18377,1.18377,0,00-0031838
Jacob Tuioti-Mariner,2021,2,1.815,0.9075,0,0.005,2.540005,1.270003,0,00-0034154
Pita Taumoepenu,2023,2,1.995,0.9975,0,0.004,2.266561,1.133281,0,00-0033298
Cameron Malveaux,2022,2,2.045,1.0225,0,0.005,2.508612,1.254306,0,00-0033403
Da'Shawn Hand,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0034371
Quincy Roche,2023,1,0.94,0.94,0,0.004,1.067954,1.067954,0,00-0036845
Wyatt Hubert,2021,4,3.584204,0.896051,0.104204,0.005,5.015922,1.25398,0.145829,NA
Jonathon Cooper,2021,4,3.580672,0.895168,0.100672,0.005,5.010979,1.252745,0.140886,00-0036952
William Bradley-King,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,00-0036664
Shaka Toney,2021,4,3.572952,0.893238,0.092952,0.005,5.000175,1.250044,0.130082,00-0036666
Chris Garrett,2023,1,0.87,0.87,0,0.004,0.988425,0.988425,0,NA
Jaylon Ferguson,2019,4,3.654808,0.913702,0.903308,0.005,4.959819,1.239955,1.225849,00-0035651
Justin Hollins,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0035591
Shane Ray,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0032221
Darryl Johnson Jr.,2023,1,1.08,1.08,0,0.005,1.227011,1.227011,0,00-0035306
Tyreke Smith,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0037080
Esezi Otomewo,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0037274
Dominique Robinson,2022,4,3.933152,0.983288,0.273152,0.005,4.824818,1.206204,0.335077,00-0037082
Kingsley Enagbare,2022,4,3.902556,0.975639,0.242556,0.005,4.787285,1.196821,0.297545,00-0037083
K.J. Henry,2023,4,4.19926,1.049815,0.35926,0.005,4.770867,1.192717,0.408163,00-0038581
Trent Harris,2022,1,0.965,0.965,0,0.005,1.18377,1.18377,0,00-0034588
Shareef Miller,2021,1,0.85,0.85,0,0.005,1.189534,1.189534,0,00-0035267
Kyron Johnson,2023,2,1.855,0.9275,0,0.004,2.107504,1.053752,0,00-0037084
Ron'Dell Carter,2022,1,0.825,0.825,0,0.004,1.012032,1.012032,0,00-0036029
Emeke Egbule,2023,1,1.01,1.01,0,0.004,1.147482,1.147482,0,00-0035538
Mike Morris,2023,4,4.162076,1.040519,0.322076,0.005,4.728622,1.182155,0.365917,00-0038591
Amare Barno,2022,4,3.845408,0.961352,0.185408,0.005,4.717182,1.179295,0.227441,00-0037043
Khalid Kareem,2023,1,1.01,1.01,0,0.004,1.147482,1.147482,0,00-0036341
Nick Hampton,2023,4,4.139108,1.034777,0.299108,0.005,4.702528,1.175632,0.339823,00-0039076
Alton Robinson,2020,4,3.646344,0.911586,0.351344,0.005,4.698669,1.174667,0.452741,00-0036426
Joe Ostman,2021,2,1.675,0.8375,0,0.005,2.344082,1.172041,0,00-0034463
Mike Love,2022,2,1.775,0.8875,0.01,0.004,2.177402,1.088701,0.012267,00-0034511
Derrek Tuszka,2021,2,1.675,0.8375,0,0.005,2.344082,1.172041,0,00-0036440
B.J. Thompson,2023,4,4.111648,1.027912,0.271648,0.005,4.67133,1.167832,0.308625,00-0038983
James Houston,2022,4,3.792012,0.948003,0.132012,0.005,4.65168,1.16292,0.16194,00-0037310
Curtis Weaver,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0036216
Robert Beal Jr.,2023,4,4.08498,1.021245,0.24498,0.005,4.641032,1.160258,0.278327,00-0038603
Cameron Goode,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0037315
Daniel Hardy,2023,1,0.252333,0.252333,0,0.001,0.286681,0.286681,0,00-0037843
Andre Anthony,2022,4,3.74154,0.935385,0.08154,0.004,4.589766,1.147442,0.100026,NA
Mike Danna,2020,4,3.55866,0.889665,0.26366,0.004,4.58568,1.14642,0.339752,00-0036378
Jeffrey Gunter,2023,1,0.216,0.216,0,0.001,0.245402,0.245402,0,00-0037760
Jesse Luketa,2022,4,3.737012,0.934253,0.077012,0.004,4.584212,1.146053,0.094471,00-0037330
Darius Hodge,2021,3,2.45,0.816667,0.025,0.004,3.428658,1.142886,0.034986,NA
Malik Herring,2021,3,2.45,0.816667,0.15,0.004,3.428658,1.142886,0.209918,00-0036682
Ochaun Mathis,2023,4,4.022468,1.005617,0.182468,0.004,4.57001,1.142503,0.207306,00-0039135
Jose Ramirez,2023,4,4.016008,1.004002,0.176008,0.004,4.562671,1.140668,0.199966,00-0039053
Hamilcar Rashed,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0036517
Charles Snowden,2023,2,1.665,0.8325,0,0.004,1.891641,0.945821,0,00-0036711
Jamar Watson,2021,3,2.44,0.813333,0.015,0.004,3.414663,1.138221,0.020992,NA
JaQuan Bailey,2021,3,2.44,0.813333,0.04,0.004,3.414663,1.138221,0.055978,NA
Andre Mintze,2022,1,0.825,0.825,0,0.004,1.012032,1.012032,0,00-0036725
Justus Reed,2021,3,2.44,0.813333,0.025,0.004,3.414663,1.138221,0.034986,NA
Bradlee Anae,2022,2,1.835,0.9175,0,0.004,2.251004,1.125502,0,00-0036379
Aaron Patrick,2021,3,2.435,0.811667,0.01,0.004,3.407666,1.135889,0.013995,00-0036465
Leighton McCarthy,2021,3,2.435,0.811667,0.01,0.004,3.407666,1.135889,0.013995,NA
Kobe Jones,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0036831
Zeandae Johnson,2021,3,2.435,0.811667,0.02,0.004,3.407666,1.135889,0.027989,NA
Calvin Bundage,2021,3,2.4325,0.810833,0.0075,0.004,3.404167,1.134722,0.010496,NA
Carlo Kemp,2023,1,0.75,0.75,0,0.003,0.852091,0.852091,0,00-0036789
Romeo McKnight,2021,3,2.43,0.81,0.015,0.004,3.400668,1.133556,0.020992,NA
Max Roberts,2021,3,2.429,0.809667,0.004,0.004,3.399269,1.13309,0.005598,NA
Zac Dawe,2021,3,2.4285,0.8095,0.0035,0.004,3.398569,1.132856,0.004898,NA
Eli Howard,2021,3,2.4275,0.809167,0.0025,0.004,3.39717,1.13239,0.003499,NA
Alex Tchangam,2022,1,0.705,0.705,0,0.003,0.864827,0.864827,0,NA
Titus Leo,2023,4,3.973332,0.993333,0.133332,0.004,4.514186,1.128546,0.151481,00-0038404
Andre Jones Jr.,2023,4,3.940272,0.985068,0.100272,0.004,4.476626,1.119156,0.113921,00-0038635
Christian Miller,2019,4,3.257016,0.814254,0.737016,0.004,4.419989,1.104997,1.00018,00-0035257
Jonathan Woodard,2022,1,0.895,0.895,0,0.004,1.097901,1.097901,0,00-0032800
