DEFENSE_2023_DEFENSE_2023_Rank,DEFENSE_2023_DEFENSE_2023_Player,DEFENSE_2023_DEFENSE_2023_JerseyNumber,DEFENSE_2023_DEFENSE_2023_Position,DEFENSE_2023_DEFENSE_2023_GamesPlayed,DEFENSE_2023_DEFENSE_2023_DefenseTotalSnaps,DEFENSE_2023_DEFENSE_2023_DefenseRunDefenseSnaps,DEFENSE_2023_DEFENSE_2023_DefensePassRushSnaps,DEFENSE_2023_DEFENSE_2023_DefenseCoverageSnaps,DEFENSE_2023_DEFENSE_2023_DefenseOverallGrade,DEFENSE_2023_DEFENSE_2023_DefenseRunDefenseGrade,DEFENSE_2023_DEFENSE_2023_DefenseTacklingGrade,DEFENSE_2023_DEFENSE_2023_DefensePassRushGrade,DEFENSE_2023_DEFENSE_2023_DefenseCoverageGrade,DEFENSE_2023_DEFENSE_2023_DefenseTotalPressures,DEFENSE_2023_DEFENSE_2023_DefenseSacks,DEFENSE_2023_DEFENSE_2023_DefenseHits,DEFENSE_2023_DEFENSE_2023_DefenseHurries,DEFENSE_2023_DEFENSE_2023_DefenseBattedPasses,DEFENSE_2023_DEFENSE_2023_DefenseTackles,DEFENSE_2023_DEFENSE_2023_DefenseAssists,DEFENSE_2023_DEFENSE_2023_DefenseMissedTackles,DEFENSE_2023_DEFENSE_2023_DefenseMissedTacklePercentage,DEFENSE_2023_DEFENSE_2023_DefenseStops,DEFENSE_2023_DEFENSE_2023_DefenseForcedFumbles,DEFENSE_2023_DEFENSE_2023_DefenseTargets,DEFENSE_2023_DEFENSE_2023_DefenseReceptionsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseReceptionPercentageAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsPerReceptionAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsAfterCatchAllowed,DEFENSE_2023_DEFENSE_2023_DefenseLongestReceptionAllowed,DEFENSE_2023_DEFENSE_2023_DefenseTouchdownsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseInterceptions,DEFENSE_2023_DEFENSE_2023_DefensePassBreakups,DEFENSE_2023_DEFENSE_2023_DefensePasserRatingAllowed,DEFENSE_2023_DEFENSE_2023_DefensePenalties,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOnDefensiveLine,DEFENSE_2023_DEFENSE_2023_DefenseSnapsInTheBox,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtFreeSafety,DEFENSE_2023_DEFENSE_2023_DefenseSnapsInTheSlot,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtCorner,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtA-Gap,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtB-Gap,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOverTackle,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOutside
11.0,Dallis Flowers,#33,CB,4.0,304,128.0,0.0,176.0,66.4,45.0,34.6,-,70.6,0.0,0.0,0.0,0.0,0.0,13.0,2.0,4.0,21.1,3.0,0.0,18.0,11.0,61.1,115.0,10.5,29.0,24.0,1.0,0.0,3.0,98.1,0 (0),6.0,22.0,0.0,1.0,275.0,0.0,0.0,0.0,6.0
12.0,E.J. Speed,#45,LB,16.0,730,294.0,42.0,394.0,65.0,78.8,35.4,69.1,56.1,7.0,1.0,1.0,5.0,0.0,87.0,15.0,19.0,15.7,50.0,3.0,60.0,44.0,73.3,324.0,7.4,258.0,28.0,0.0,0.0,4.0,85.7,4 (0),37.0,566.0,11.0,114.0,1.0,0.0,0.0,1.0,36.0
13.0,Ronnie Harrison,#48,LB,7.0,234,111.0,3.0,120.0,64.9,64.1,55.2,67.8,61.9,1.0,1.0,0.0,0.0,0.0,12.0,6.0,4.0,18.2,6.0,0.0,11.0,6.0,54.5,40.0,6.7,22.0,14.0,0.0,2.0,0.0,23.1,1 (0),5.0,135.0,82.0,12.0,0.0,0.0,0.0,0.0,5.0
14.0,JuJu Brents,#29,CB,9.0,497,202.0,0.0,295.0,63.2,58.8,61.7,-,64.5,0.0,0.0,0.0,0.0,0.0,33.0,7.0,5.0,11.1,6.0,1.0,48.0,32.0,66.7,453.0,14.2,89.0,75.0,3.0,1.0,5.0,109.1,3 (1),2.0,51.0,1.0,3.0,440.0,0.0,0.0,0.0,2.0
15.0,Ameer Speed,#37,CB,2.0,3,3.0,0.0,0.0,62.4,62.2,68.4,-,-,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
16.0,Jacob Martin,#92,ED,17.0,192,85.0,107.0,0.0,62.1,49.7,37.1,71.5,-,14.0,2.0,1.0,11.0,0.0,4.0,3.0,2.0,22.2,5.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (1),190.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,189.0
17.0,Zaire Franklin,#44,LB,16.0,"1,090",471.0,43.0,576.0,60.9,66.1,51.9,56.8,56.4,7.0,2.0,1.0,4.0,0.0,132.0,46.0,25.0,12.3,54.0,2.0,91.0,72.0,79.1,745.0,10.3,439.0,29.0,1.0,0.0,5.0,104.4,2 (0),10.0,993.0,22.0,65.0,0.0,0.0,0.0,0.0,10.0
18.0,Shaquille Leonard,#53,LB,9.0,454,237.0,9.0,208.0,60.3,64.3,69.4,49.2,56.4,2.0,0.0,0.0,2.0,0.0,43.0,20.0,6.0,8.7,12.0,0.0,22.0,17.0,77.3,158.0,9.3,118.0,24.0,0.0,0.0,0.0,96.4,0 (0),10.0,406.0,7.0,31.0,0.0,0.0,0.0,0.0,10.0
19.0,D.J. Montgomery,#02,WR,1.0,1,1.0,0.0,0.0,59.9,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Kylen Granson,#83,TE,1.0,1,1.0,0.0,0.0,59.9,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Rodney Thomas II,#25,S,17.0,962,411.0,2.0,549.0,58.2,48.1,40.1,60.5,60.1,0.0,0.0,0.0,0.0,0.0,29.0,4.0,10.0,23.3,0.0,0.0,20.0,12.0,60.0,254.0,21.2,59.0,48.0,2.0,2.0,2.0,97.9,0 (0),0.0,80.0,799.0,80.0,2.0,0.0,0.0,0.0,0.0
22.0,Dayo Odeyingbo,#54,ED,17.0,623,257.0,365.0,1.0,56.9,49.1,60.4,68.2,60.0,29.0,12.0,7.0,10.0,2.0,19.0,6.0,4.0,13.8,25.0,2.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,6 (0),620.0,2.0,0.0,0.0,1.0,12.0,89.0,109.0,410.0
23.0,Jaylon Jones,#40,CB,15.0,788,313.0,0.0,475.0,56.8,57.1,72.1,-,55.8,0.0,0.0,0.0,0.0,0.0,35.0,7.0,3.0,6.7,6.0,0.0,57.0,31.0,54.4,330.0,10.6,57.0,27.0,6.0,0.0,5.0,106.6,6 (0),14.0,48.0,0.0,6.0,720.0,0.0,0.0,0.0,14.0
24.0,Segun Olubi,#50,LB,5.0,115,49.0,4.0,62.0,56.2,44.1,29.5,64.9,66.9,0.0,0.0,0.0,0.0,0.0,14.0,4.0,6.0,25.0,8.0,0.0,7.0,4.0,57.1,25.0,6.3,7.0,8.0,0.0,1.0,0.0,25.0,0 (0),4.0,100.0,1.0,9.0,0.0,0.0,0.0,0.0,4.0
25.0,Chris Lammons,#35,CB,1.0,60,14.0,2.0,44.0,53.6,56.6,42.8,56.5,59.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,20.0,1.0,0.0,6.0,4.0,66.7,41.0,10.3,15.0,15.0,0.0,0.0,1.0,86.1,1 (0),1.0,10.0,0.0,46.0,3.0,0.0,0.0,0.0,1.0
26.0,Darrell Baker Jr.,#39,CB,11.0,469,163.0,0.0,306.0,52.9,43.6,27.6,-,54.4,0.0,0.0,0.0,0.0,0.0,28.0,5.0,13.0,28.3,5.0,0.0,49.0,28.0,57.1,451.0,16.1,138.0,46.0,2.0,0.0,7.0,101.7,2 (0),2.0,26.0,0.0,0.0,440.0,0.0,0.0,0.0,2.0
27.0,Taven Bryan,#96,DI,17.0,343,190.0,149.0,4.0,51.3,43.7,49.0,68.7,58.8,11.0,2.0,0.0,9.0,0.0,13.0,7.0,2.0,9.1,10.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),343.0,0.0,0.0,0.0,0.0,7.0,268.0,66.0,2.0
28.0,Trevor Denbow,#43,S,3.0,7,7.0,0.0,0.0,50.4,52.2,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
29.0,McTelvin Agim,#98,DI,1.0,13,7.0,6.0,0.0,50.1,47.7,68.7,65.7,-,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),13.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0
30.0,Grant Stuard,#41,LB,5.0,32,14.0,7.0,11.0,32.6,52.1,32.8,49.6,33.7,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,33.3,1.0,0.0,2.0,2.0,100.0,29.0,14.5,21.0,16.0,0.0,0.0,0.0,118.8,0 (0),3.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
31.0,Eric Johnson,#93,DI,14.0,265,154.0,110.0,1.0,30.5,29.3,59.3,56.7,59.5,4.0,2.0,1.0,1.0,0.0,8.0,3.0,1.0,8.3,5.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (1),265.0,0.0,0.0,0.0,0.0,2.0,253.0,10.0,0.0
32.0,Tony Brown,#38,CB,2.0,56,26.0,0.0,30.0,27.6,33.7,27.2,-,29.3,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,33.3,1.0,0.0,8.0,7.0,87.5,187.0,26.7,58.0,58.0,1.0,1.0,0.0,118.8,1 (0),0.0,11.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
33.0,Adetomiwa Adebawore,#95,DI,9.0,132,62.0,70.0,0.0,27.5,24.1,23.3,62.5,62.7,6.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,60.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),131.0,1.0,0.0,0.0,0.0,0.0,88.0,43.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
