OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_Rank,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_Player,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_JerseyNumber,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_Position,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_GamesPlayed,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnaps,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnaps.1,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsPercentage,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingGrade,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingPenalties,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInZoneScheme,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInZoneSchemePercentage,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingGradeInZoneScheme,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInGapScheme,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingTotalSnapsInGapSchemePercentage,OFFENSE-RUN-BLOCKING_2023_OFFENSE-RUN-BLOCKING_2023_RunBlockingGradeInGapScheme
13.0,Logan Woodside,#11,QB,1.0,4.0,4.0,100.0,60.0,0 (0),4.0,100.0,60.0,0.0,0.0,-
15.0,Van Jefferson,#15,WR,12.0,132.0,132.0,100.0,59.9,1 (0),88.0,66.7,59.0,39.0,29.5,49.6
16.0,Matthew Bergeron,#65,G,17.0,495.0,495.0,100.0,59.6,0 (0),315.0,63.6,71.0,151.0,30.5,45.2
17.0,Chris Blair,#83,WR,1.0,5.0,5.0,100.0,59.4,0 (0),3.0,60.0,58.7,2.0,40.0,60.0
18.0,Cordarrelle Patterson,#84,HB,12.0,85.0,33.0,38.8,58.1,0 (0),25.0,75.8,57.1,6.0,18.2,61.8
19.0,Drake London,#05,WR,16.0,349.0,349.0,100.0,56.7,0 (0),230.0,65.9,62.7,99.0,28.4,62.2
20.0,Ryan Neuzil,#64,C,6.0,87.0,87.0,100.0,56.2,0 (0),61.0,70.1,58.1,22.0,25.3,55.3
21.0,Kyle Hinton,#68,G,4.0,35.0,35.0,100.0,54.5,0 (0),20.0,57.1,64.7,12.0,34.3,41.3
22.0,Parker Hesse,#46,TE,3.0,42.0,42.0,100.0,50.9,0 (0),32.0,76.2,51.5,6.0,14.3,55.3
22.0,Tucker Fisk,#43,TE,6.0,50.0,50.0,100.0,50.9,0 (0),33.0,66.0,56.8,14.0,28.0,46.7
24.0,KhaDarel Hodge,#12,WR,17.0,179.0,178.0,99.4,50.5,0 (0),115.0,64.6,52.8,57.0,32.0,51.6
25.0,John FitzPatrick,#87,TE,4.0,11.0,11.0,100.0,49.3,0 (0),5.0,45.5,48.7,3.0,27.3,56.9
26.0,MyCole Pruitt,#85,TE,17.0,247.0,247.0,100.0,46.8,3 (0),145.0,58.7,48.9,83.0,33.6,50.0
27.0,Keith Smith,#40,FB,13.0,124.0,124.0,100.0,44.6,0 (0),76.0,61.3,54.4,44.0,35.5,40.4
28.0,Jonnu Smith,#81,TE,17.0,214.0,213.0,99.5,43.7,1 (1),130.0,61.0,46.3,67.0,31.5,54.6
29.0,Tyler Allgeier,#25,HB,17.0,212.0,24.0,11.3,43.4,0 (0),4.0,16.7,50.4,9.0,37.5,52.9
30.0,Bijan Robinson,#07,HB,17.0,272.0,55.0,20.2,35.5,0 (0),25.0,45.5,59.1,17.0,30.9,54.4
31.0,Kyle Pitts,#08,TE,17.0,230.0,230.0,100.0,31.2,1 (0),150.0,65.2,53.5,65.0,28.3,29.8
,,,,,,,,,,,,,,,
