DEFENSE_2023_DEFENSE_2023_Rank,DEFENSE_2023_DEFENSE_2023_Player,DEFENSE_2023_DEFENSE_2023_JerseyNumber,DEFENSE_2023_DEFENSE_2023_Position,DEFENSE_2023_DEFENSE_2023_GamesPlayed,DEFENSE_2023_DEFENSE_2023_DefenseTotalSnaps,DEFENSE_2023_DEFENSE_2023_DefenseRunDefenseSnaps,DEFENSE_2023_DEFENSE_2023_DefensePassRushSnaps,DEFENSE_2023_DEFENSE_2023_DefenseCoverageSnaps,DEFENSE_2023_DEFENSE_2023_DefenseOverallGrade,DEFENSE_2023_DEFENSE_2023_DefenseRunDefenseGrade,DEFENSE_2023_DEFENSE_2023_DefenseTacklingGrade,DEFENSE_2023_DEFENSE_2023_DefensePassRushGrade,DEFENSE_2023_DEFENSE_2023_DefenseCoverageGrade,DEFENSE_2023_DEFENSE_2023_DefenseTotalPressures,DEFENSE_2023_DEFENSE_2023_DefenseSacks,DEFENSE_2023_DEFENSE_2023_DefenseHits,DEFENSE_2023_DEFENSE_2023_DefenseHurries,DEFENSE_2023_DEFENSE_2023_DefenseBattedPasses,DEFENSE_2023_DEFENSE_2023_DefenseTackles,DEFENSE_2023_DEFENSE_2023_DefenseAssists,DEFENSE_2023_DEFENSE_2023_DefenseMissedTackles,DEFENSE_2023_DEFENSE_2023_DefenseMissedTacklePercentage,DEFENSE_2023_DEFENSE_2023_DefenseStops,DEFENSE_2023_DEFENSE_2023_DefenseForcedFumbles,DEFENSE_2023_DEFENSE_2023_DefenseTargets,DEFENSE_2023_DEFENSE_2023_DefenseReceptionsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseReceptionPercentageAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsPerReceptionAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsAfterCatchAllowed,DEFENSE_2023_DEFENSE_2023_DefenseLongestReceptionAllowed,DEFENSE_2023_DEFENSE_2023_DefenseTouchdownsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseInterceptions,DEFENSE_2023_DEFENSE_2023_DefensePassBreakups,DEFENSE_2023_DEFENSE_2023_DefensePasserRatingAllowed,DEFENSE_2023_DEFENSE_2023_DefensePenalties,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOnDefensiveLine,DEFENSE_2023_DEFENSE_2023_DefenseSnapsInTheBox,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtFreeSafety,DEFENSE_2023_DEFENSE_2023_DefenseSnapsInTheSlot,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtCorner,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtA-Gap,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtB-Gap,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOverTackle,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOutside
11.0,Khyiris Tonga,#95,DI,13.0,188,109.0,79.0,0.0,67.7,58.1,74.3,70.4,71.6,9.0,0.0,2.0,7.0,0.0,12.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),188.0,0.0,0.0,0.0,0.0,42.0,110.0,35.0,1.0
12.0,Theo Jackson,#25,S,15.0,125,20.0,5.0,100.0,67.6,47.3,32.8,65.0,69.2,1.0,0.0,1.0,0.0,0.0,11.0,3.0,4.0,22.2,5.0,0.0,14.0,12.0,85.7,145.0,12.1,81.0,54.0,0.0,1.0,0.0,80.1,0 (0),27.0,33.0,10.0,45.0,10.0,0.0,0.0,0.0,27.0
13.0,Lewis Cine,#06,S,1.0,8,7.0,0.0,1.0,66.3,63.2,73.3,-,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,D.J. Wonnum,#98,ED,15.0,826,278.0,465.0,83.0,62.3,68.6,66.1,56.8,53.4,38.0,9.0,6.0,23.0,5.0,36.0,17.0,6.0,10.2,32.0,0.0,13.0,11.0,84.6,109.0,9.9,62.0,20.0,0.0,0.0,0.0,101.6,0 (0),796.0,25.0,0.0,5.0,0.0,0.0,1.0,2.0,793.0
15.0,Sheldon Day,#52,DI,6.0,125,60.0,64.0,1.0,61.4,58.5,26.7,54.1,66.0,3.0,0.0,0.0,3.0,0.0,5.0,2.0,3.0,30.0,5.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),124.0,1.0,0.0,0.0,0.0,1.0,78.0,35.0,10.0
16.0,Troy Dye,#45,LB,8.0,112,29.0,25.0,58.0,60.7,57.7,72.5,58.9,62.0,5.0,1.0,1.0,3.0,0.0,8.0,5.0,1.0,7.1,3.0,0.0,8.0,6.0,75.0,63.0,10.5,49.0,22.0,0.0,0.0,0.0,97.4,0 (0),29.0,74.0,0.0,9.0,0.0,0.0,0.0,0.0,29.0
17.0,NaJee Thompson,#11,CB,1.0,1,0.0,0.0,1.0,60.0,-,-,-,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Harrison Phillips,#97,DI,17.0,838,372.0,438.0,28.0,59.7,65.6,42.2,53.6,56.2,21.0,4.0,2.0,15.0,2.0,62.0,22.0,11.0,11.6,39.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,2 (0),835.0,3.0,0.0,0.0,0.0,249.0,516.0,68.0,2.0
19.0,Jaquelin Roy,#93,DI,12.0,95,47.0,44.0,4.0,58.3,63.1,50.5,55.1,56.8,2.0,0.0,2.0,0.0,0.0,4.0,4.0,1.0,11.1,3.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),95.0,0.0,0.0,0.0,0.0,35.0,58.0,2.0,0.0
20.0,Byron Murphy Jr.,#07,CB,14.0,906,322.0,14.0,570.0,58.0,65.1,29.0,48.4,58.2,3.0,0.0,0.0,3.0,0.0,50.0,7.0,18.0,24.0,17.0,1.0,84.0,56.0,66.7,715.0,12.8,315.0,49.0,6.0,3.0,6.0,102.0,4 (2),19.0,68.0,9.0,214.0,596.0,0.0,0.0,0.0,19.0
21.0,T.J. Smith,#50,DI,3.0,44,25.0,19.0,0.0,55.8,60.0,71.4,50.8,-,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),44.0,0.0,0.0,0.0,0.0,1.0,16.0,18.0,9.0
22.0,Marcus Davenport,#00,ED,4.0,118,40.0,77.0,1.0,55.4,52.3,27.4,60.1,53.4,7.0,2.0,2.0,3.0,0.0,1.0,5.0,4.0,40.0,3.0,0.0,1.0,1.0,100.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,79.2,0 (0),110.0,8.0,0.0,0.0,0.0,0.0,2.0,18.0,90.0
23.0,Akayleb Evans,#21,CB,15.0,855,326.0,5.0,524.0,54.9,60.2,29.6,62.9,52.6,0.0,0.0,0.0,0.0,0.0,52.0,14.0,18.0,21.4,17.0,3.0,69.0,48.0,69.6,594.0,12.4,241.0,63.0,3.0,1.0,3.0,104.4,4 (1),10.0,125.0,1.0,38.0,681.0,0.0,0.0,0.0,10.0
24.0,Andre Carter II,#55,ED,8.0,68,13.0,49.0,6.0,54.0,67.1,72.4,48.9,63.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),51.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,49.0
25.0,Dean Lowry,#94,DI,9.0,237,117.0,109.0,11.0,47.4,53.1,28.5,53.6,55.0,4.0,0.0,0.0,4.0,1.0,4.0,9.0,3.0,18.8,3.0,0.0,2.0,2.0,100.0,15.0,7.5,6.0,9.0,0.0,0.0,0.0,97.9,1 (0),237.0,0.0,0.0,0.0,0.0,1.0,122.0,105.0,9.0
26.0,Jonathan Bullard,#90,DI,17.0,643,309.0,326.0,8.0,46.3,53.7,62.6,46.9,59.8,9.0,2.0,0.0,7.0,0.0,30.0,7.0,2.0,5.1,29.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,4 (0),642.0,1.0,0.0,0.0,0.0,4.0,239.0,278.0,121.0
27.0,Joejuan Williams,#29,CB,2.0,48,13.0,0.0,35.0,44.9,63.9,72.5,-,42.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,71.0,35.5,39.0,70.0,1.0,0.0,1.0,127.1,1 (0),0.0,1.0,0.0,3.0,44.0,0.0,0.0,0.0,0.0
28.0,Jaylin Williams,#38,CB,2.0,24,13.0,0.0,11.0,38.6,65.2,25.9,-,31.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,50.0,0.0,0.0,2.0,2.0,100.0,20.0,10.0,8.0,18.0,0.0,0.0,0.0,108.3,1 (0),0.0,3.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
29.0,Benton Whitley,#51,ED,1.0,1,0.0,1.0,0.0,38.4,-,25.0,39.8,-,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,Brian Asamoah II,#33,LB,5.0,36,25.0,3.0,8.0,38.3,27.6,52.2,68.3,72.5,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,20.0,1.0,0.0,3.0,2.0,66.7,3.0,1.5,7.0,2.0,0.0,0.0,0.0,70.1,0 (0),9.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0
31.0,Pat Jones II,#91,ED,17.0,634,199.0,388.0,47.0,37.5,39.8,34.6,45.6,52.9,32.0,1.0,8.0,23.0,0.0,21.0,9.0,6.0,16.7,16.0,0.0,3.0,2.0,66.7,23.0,11.5,4.0,16.0,1.0,0.0,0.0,129.2,2 (0),537.0,97.0,0.0,0.0,0.0,8.0,54.0,33.0,442.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
