DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Rank,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Player,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_JerseyNumber,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Position,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_GamesPlayed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_PassRushSnaps,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnaps,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageGrade,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePenalties,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTargets,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageReceptionsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageReceptionPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsPerReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsAfterCatchAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageAverageDepthOfTarget,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageLongestReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageForcedIncompletions,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageForcedIncompletionPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePassBreakups,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageInterceptions,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageDrops,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTouchdownsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePasserRatingAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPerTarget,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPerReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTackles,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageAssists,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageMissedTackles,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageMissedTacklePercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageStops
11.0,Andrew Booth Jr.,#23,CB,10.0,99.0,99.0,100.0,69.1,0 (0),8.0,4.0,50.0,30.0,7.5,10.0,8.9,11.0,2.0,25.0,1.0,0.0,0.0,0.0,59.4,11.6,23.3,8.0,0.0,0.0,0.0,2.0
12.0,Sheldon Day,#52,DI,6.0,65.0,1.0,1.5,66.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,33.3,1.0
13.0,Josh Metellus,#44,S,17.0,672.0,556.0,82.7,64.5,1 (1),97.0,84.0,86.6,747.0,8.9,532.0,4.1,60.0,5.0,5.0,3.0,1.0,0.0,5.0,111.6,5.6,6.4,56.0,11.0,10.0,13.0,30.0
14.0,Andre Carter II,#55,ED,7.0,55.0,6.0,10.9,63.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
15.0,Troy Dye,#45,LB,7.0,83.0,58.0,69.9,62.0,0 (0),8.0,6.0,75.0,63.0,10.5,49.0,4.3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,97.4,7.0,9.3,6.0,0.0,1.0,14.3,3.0
16.0,Lewis Cine,#06,S,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
16.0,NaJee Thompson,#11,CB,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
18.0,Jonathan Bullard,#90,DI,17.0,334.0,8.0,2.4,59.8,4 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,33.3,3.0
19.0,Byron Murphy Jr.,#07,CB,14.0,584.0,570.0,97.6,58.2,4 (2),84.0,56.0,66.7,715.0,12.8,315.0,11.5,49.0,7.0,8.0,6.0,3.0,1.0,6.0,102.0,6.6,9.9,46.0,6.0,15.0,22.4,14.0
20.0,Jaquelin Roy,#93,DI,12.0,48.0,4.0,8.3,56.8,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
21.0,Harrison Phillips,#97,DI,17.0,466.0,28.0,6.0,56.2,2 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,2.0,40.0,2.0
22.0,Dean Lowry,#94,DI,9.0,120.0,11.0,9.2,55.0,1 (0),2.0,2.0,100.0,15.0,7.5,6.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9,4.5,4.5,1.0,2.0,1.0,25.0,1.0
23.0,Marcus Davenport,#00,ED,4.0,78.0,1.0,1.3,53.4,0 (0),1.0,1.0,100.0,0.0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,1.0,1.0,0.0,1.0,2.0,66.7,2.0
23.0,D.J. Wonnum,#98,ED,15.0,548.0,83.0,15.1,53.4,0 (0),13.0,11.0,84.6,109.0,9.9,62.0,3.8,20.0,0.0,0.0,0.0,0.0,1.0,0.0,101.6,6.2,7.4,10.0,5.0,4.0,21.1,14.0
25.0,Pat Jones II,#91,ED,17.0,435.0,47.0,10.8,52.9,2 (0),3.0,2.0,66.7,23.0,11.5,4.0,7.7,16.0,0.0,0.0,0.0,0.0,0.0,1.0,129.2,15.7,23.5,2.0,0.0,3.0,60.0,2.0
26.0,Akayleb Evans,#21,CB,15.0,529.0,524.0,99.1,52.6,4 (1),69.0,48.0,69.6,594.0,12.4,241.0,10.6,63.0,6.0,9.0,3.0,1.0,1.0,3.0,104.4,7.4,10.6,42.0,6.0,8.0,14.3,11.0
27.0,Joejuan Williams,#29,CB,2.0,35.0,35.0,100.0,42.1,1 (0),5.0,2.0,40.0,71.0,35.5,39.0,19.0,70.0,2.0,40.0,1.0,0.0,1.0,1.0,127.1,6.8,17.0,1.0,0.0,0.0,0.0,0.0
28.0,Jaylin Williams,#38,CB,2.0,11.0,11.0,100.0,31.8,1 (0),2.0,2.0,100.0,20.0,10.0,8.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,108.3,5.0,5.0,0.0,1.0,2.0,66.7,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
