Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Nik Bonitto,#42,ED,15.0,524,198.0,276.0,50.0,64.0,53.9,28.1,69.5,56.4,47.0,9.0,12.0,26.0,0.0,19.0,4.0,12.0,34.3,21.0,1.0,4.0,2.0,50.0,29.0,14.5,30.0,22.0,0.0,0.0,0.0,74.0,1 (0),510.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,510.0
P.J. Locke,#06,S,12.0,538,193.0,11.0,334.0,64.0,74.8,59.1,93.3,55.2,3.0,3.0,0.0,0.0,0.0,30.0,19.0,8.0,14.0,12.0,2.0,25.0,15.0,60.0,202.0,13.5,88.0,28.0,2.0,1.0,4.0,95.8,2 (0),7.0,132.0,317.0,79.0,3.0,0.0,0.0,0.0,7.0
Caden Sterns,#30,S,1.0,2,1.0,0.0,1.0,62.5,60.0,-,-,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabian Moreau,#23,CB,15.0,739,272.0,2.0,465.0,62.4,55.5,64.6,54.6,62.9,0.0,0.0,0.0,0.0,0.0,40.0,6.0,5.0,9.8,11.0,0.0,57.0,38.0,66.7,506.0,13.3,155.0,57.0,0.0,1.0,5.0,87.3,5 (0),2.0,62.0,2.0,33.0,640.0,0.0,0.0,0.0,2.0
Alex Singleton,#49,LB,17.0,"1,089",433.0,83.0,573.0,61.2,78.2,48.4,75.9,42.9,13.0,2.0,4.0,7.0,0.0,122.0,55.0,29.0,14.1,59.0,0.0,95.0,78.0,82.1,672.0,8.6,471.0,39.0,5.0,0.0,4.0,113.7,2 (0),19.0,980.0,2.0,84.0,4.0,0.0,0.0,0.0,19.0
Marvin Mims Jr.,#19,WR,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Bandy,#83,WR,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Adkins,#45,TE,2.0,2,2.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Niemann,#57,LB,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Strnad,#40,LB,3.0,3,3.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwayne Washington,#39,HB,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Burton,#20,FB,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JL Skinner,#34,S,1.0,1,0.0,1.0,0.0,59.1,-,-,58.5,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D.J. Jones,#93,DI,16.0,568,236.0,330.0,2.0,56.2,49.0,27.2,58.5,76.2,18.0,2.0,2.0,14.0,0.0,35.0,7.0,13.0,23.6,26.0,3.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),566.0,2.0,0.0,0.0,0.0,95.0,419.0,49.0,3.0
Jonathan Harris,#92,DI,17.0,529,232.0,295.0,2.0,52.0,52.8,58.2,51.3,60.5,13.0,1.0,2.0,10.0,0.0,30.0,13.0,2.0,4.4,21.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),528.0,0.0,0.0,0.0,0.0,1.0,311.0,194.0,22.0
Mike Purcell,#98,DI,16.0,463,249.0,208.0,6.0,49.8,50.4,28.8,57.8,45.2,8.0,0.0,5.0,3.0,3.0,16.0,11.0,6.0,18.2,12.0,0.0,1.0,1.0,100.0,5.0,5.0,-2.0,5.0,0.0,0.0,0.0,87.5,2 (1),459.0,2.0,0.0,0.0,0.0,369.0,89.0,1.0,0.0
Matt Henningsen,#91,DI,17.0,226,114.0,112.0,0.0,46.6,46.1,29.6,54.2,58.9,4.0,0.0,1.0,3.0,2.0,15.0,3.0,5.0,21.7,9.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),224.0,0.0,0.0,0.0,0.0,13.0,120.0,76.0,15.0
Frank Clark,#55,ED,2.0,36,6.0,27.0,3.0,45.7,60.0,71.6,50.8,63.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,87.5,1 (0),36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Randy Gregory,#05,ED,4.0,154,71.0,79.0,4.0,44.7,59.3,78.2,53.8,29.3,7.0,1.0,1.0,5.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,4.0,4.0,100.0,43.0,10.8,48.0,21.0,0.0,0.0,0.0,111.5,2 (0),152.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0
Elijah Garcia,#95,DI,3.0,31,17.0,14.0,0.0,44.4,37.7,69.2,67.7,-,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),31.0,0.0,0.0,0.0,0.0,1.0,19.0,11.0,0.0
Essang Bassey,#27,CB,4.0,143,52.0,3.0,88.0,43.0,35.5,25.2,53.5,49.9,1.0,0.0,1.0,0.0,0.0,5.0,3.0,7.0,46.7,2.0,0.0,11.0,11.0,100.0,79.0,7.2,51.0,18.0,0.0,0.0,0.0,96.6,1 (0),0.0,20.0,14.0,108.0,1.0,0.0,0.0,0.0,0.0
Delarrin Turner-Yell,#32,S,10.0,212,104.0,3.0,105.0,40.9,33.1,46.0,81.8,48.3,2.0,0.0,1.0,1.0,0.0,21.0,7.0,7.0,20.0,3.0,0.0,6.0,5.0,83.3,115.0,23.0,52.0,54.0,1.0,0.0,1.0,158.3,0 (0),3.0,44.0,147.0,15.0,1.0,0.0,0.0,0.0,3.0
Ronnie Perkins,#51,ED,7.0,149,65.0,65.0,19.0,38.9,40.3,29.2,52.4,44.8,5.0,0.0,1.0,4.0,0.0,10.0,3.0,4.0,23.5,4.0,0.0,5.0,5.0,100.0,21.0,4.2,33.0,9.0,0.0,0.0,0.0,84.2,1 (0),146.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,146.0
Drew Sanders,#41,LB,15.0,260,113.0,73.0,74.0,37.2,46.0,30.0,52.3,37.0,5.0,0.0,0.0,5.0,0.0,13.0,9.0,7.0,24.1,9.0,0.0,13.0,11.0,84.6,134.0,12.2,122.0,29.0,1.0,0.0,0.0,135.3,1 (0),126.0,110.0,0.0,19.0,3.0,0.0,0.0,0.0,126.0
Damarri Mathis,#27,CB,12.0,440,184.0,3.0,253.0,35.2,34.2,29.5,53.4,36.7,0.0,0.0,0.0,0.0,0.0,26.0,6.0,11.0,25.6,5.0,0.0,40.0,29.0,72.5,385.0,13.3,70.0,32.0,4.0,0.0,1.0,135.9,4 (2),0.0,39.0,0.0,12.0,387.0,0.0,0.0,0.0,0.0
Thomas Incoom,#59,ED,4.0,20,11.0,9.0,0.0,31.2,48.6,27.7,51.5,-,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (1),20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Tyler Lancaster,#96,DI,3.0,42,21.0,20.0,1.0,29.8,29.7,66.8,51.5,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),42.0,0.0,0.0,0.0,0.0,12.0,22.0,6.0,2.0
