DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Rank,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Player,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_JerseyNumber,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Position,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_GamesPlayed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_PassRushSnaps,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnaps,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageGrade,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePenalties,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTargets,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageReceptionsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageReceptionPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsPerReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsAfterCatchAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageAverageDepthOfTarget,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageLongestReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageForcedIncompletions,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageForcedIncompletionPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePassBreakups,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageInterceptions,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageDrops,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTouchdownsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePasserRatingAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPerTarget,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPerReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTackles,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageAssists,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageMissedTackles,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageMissedTacklePercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageStops
12.0,Caden Sterns,#30,S,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
12.0,Tyler Lancaster,#96,DI,3.0,21.0,1.0,4.8,60.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
12.0,Tremon Smith,#01,CB,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
15.0,Nik Bonitto,#42,ED,15.0,326.0,50.0,15.3,56.4,1 (0),4.0,2.0,50.0,29.0,14.5,30.0,0.3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,12.0,24.0,1.0,1.0,3.0,60.0,7.0
16.0,P.J. Locke,#06,S,12.0,345.0,334.0,96.8,55.2,2 (0),25.0,15.0,60.0,202.0,13.5,88.0,11.7,28.0,4.0,16.0,4.0,1.0,1.0,2.0,95.8,12.8,21.3,20.0,5.0,5.0,16.7,9.0
17.0,Essang Bassey,#27,CB,4.0,91.0,88.0,96.7,49.9,1 (0),11.0,11.0,100.0,79.0,7.2,51.0,2.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6,7.3,7.3,3.0,0.0,3.0,50.0,1.0
18.0,Delarrin Turner-Yell,#32,S,8.0,108.0,105.0,97.2,48.3,0 (0),6.0,5.0,83.3,115.0,23.0,52.0,11.3,54.0,1.0,17.0,1.0,0.0,0.0,1.0,158.3,16.3,19.6,11.0,3.0,0.0,0.0,0.0
19.0,Baron Browning,#56,ED,10.0,281.0,35.0,12.5,46.4,4 (0),6.0,3.0,50.0,18.0,6.0,9.0,2.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3,5.5,11.0,5.0,0.0,3.0,37.5,7.0
20.0,Mike Purcell,#98,DI,16.0,214.0,6.0,2.8,45.2,2 (1),1.0,1.0,100.0,5.0,5.0,-2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,6.0,6.0,0.0,1.0,1.0,50.0,0.0
21.0,Ronnie Perkins,#51,ED,7.0,84.0,19.0,22.6,44.8,1 (0),5.0,5.0,100.0,21.0,4.2,33.0,-2.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,84.2,3.6,3.6,3.0,0.0,2.0,40.0,1.0
22.0,Alex Singleton,#49,LB,17.0,656.0,573.0,87.3,42.9,2 (0),95.0,78.0,82.1,672.0,8.6,471.0,3.1,39.0,4.0,4.0,4.0,0.0,1.0,5.0,113.7,5.7,6.9,59.0,16.0,13.0,14.8,28.0
23.0,Drew Sanders,#41,LB,14.0,147.0,74.0,50.3,37.0,1 (0),13.0,11.0,84.6,134.0,12.2,122.0,0.9,29.0,0.0,0.0,0.0,0.0,0.0,1.0,135.3,5.5,6.5,4.0,4.0,3.0,27.3,3.0
24.0,Damarri Mathis,#27,CB,11.0,256.0,253.0,98.8,36.7,4 (2),40.0,29.0,72.5,385.0,13.3,70.0,12.7,32.0,1.0,3.0,1.0,0.0,0.0,4.0,135.9,5.9,8.1,18.0,2.0,4.0,16.7,3.0
25.0,Jonathon Cooper,#00,ED,17.0,503.0,82.0,16.3,36.0,3 (0),13.0,12.0,92.3,125.0,10.4,72.0,4.3,24.0,0.0,0.0,0.0,1.0,0.0,0.0,74.7,6.2,6.7,15.0,1.0,6.0,27.3,14.0
26.0,Randy Gregory,#05,ED,4.0,83.0,4.0,4.8,29.3,2 (0),4.0,4.0,100.0,43.0,10.8,48.0,-1.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5,1.0,1.0,0.0,0.0,0.0,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
