DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Rank,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Player,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_JerseyNumber,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Position,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_GamesPlayed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_PassRushSnaps,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnaps,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageGrade,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePenalties,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTargets,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageReceptionsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageReceptionPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsPerReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsAfterCatchAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageAverageDepthOfTarget,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageLongestReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageForcedIncompletions,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageForcedIncompletionPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePassBreakups,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageInterceptions,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageDrops,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTouchdownsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePasserRatingAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPerTarget,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPerReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTackles,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageAssists,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageMissedTackles,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageMissedTacklePercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageStops
12.0,Eric Kendricks,#06,LB,15.0,525.0,465.0,88.6,62.1,1 (0),64.0,50.0,78.1,530.0,10.6,340.0,4.3,41.0,6.0,9.0,5.0,0.0,0.0,0.0,101.2,7.0,8.9,43.0,8.0,3.0,5.6,16.0
13.0,Deane Leonard,#33,CB,5.0,128.0,127.0,99.2,60.0,2 (1),24.0,15.0,62.5,147.0,9.8,56.0,14.2,27.0,6.0,25.0,3.0,0.0,0.0,1.0,93.6,5.0,8.1,10.0,0.0,3.0,23.1,5.0
13.0,Christopher Hinton,#91,DI,3.0,35.0,1.0,2.9,60.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
13.0,Brevin Allen,#90,ED,1.0,5.0,1.0,20.0,60.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
13.0,Sebastian Joseph-Day,#51,DI,14.0,322.0,1.0,0.3,60.0,1 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,3.0
13.0,Amen Ogbongbemiga,#57,LB,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
18.0,Ja'Sir Taylor,#36,CB,13.0,377.0,361.0,95.8,58.0,3 (1),53.0,32.0,60.4,360.0,11.3,181.0,8.0,47.0,8.0,15.0,8.0,1.0,0.0,0.0,72.8,6.5,10.7,20.0,0.0,7.0,25.9,7.0
19.0,Dean Marlowe,#20,S,7.0,204.0,204.0,100.0,57.5,0 (0),12.0,10.0,83.3,88.0,8.8,38.0,6.3,27.0,0.0,0.0,0.0,0.0,1.0,1.0,125.0,15.9,19.1,21.0,0.0,2.0,8.7,6.0
20.0,Derwin James Jr.,#03,S,16.0,601.0,560.0,93.2,57.0,8 (1),57.0,40.0,70.2,468.0,11.7,200.0,8.5,46.0,6.0,11.0,5.0,1.0,1.0,1.0,93.3,9.4,13.5,57.0,4.0,7.0,10.3,18.0
21.0,Scott Matlock,#99,DI,12.0,132.0,1.0,0.8,56.5,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,50.0,0.0
22.0,JT Woods,#22,S,3.0,48.0,48.0,100.0,54.9,0 (0),1.0,1.0,100.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,104.2,45.0,45.0,3.0,0.0,2.0,40.0,0.0
23.0,Kenneth Murray Jr.,#09,LB,15.0,588.0,509.0,86.6,54.4,1 (0),69.0,56.0,81.2,660.0,11.8,459.0,3.8,60.0,3.0,4.0,1.0,1.0,0.0,4.0,119.8,7.0,8.7,43.0,10.0,7.0,11.7,19.0
24.0,Michael Davis,#43,CB,15.0,552.0,550.0,99.6,54.3,7 (3),93.0,61.0,65.6,788.0,12.9,227.0,12.2,49.0,14.0,15.0,7.0,1.0,0.0,9.0,119.8,5.7,8.6,42.0,1.0,7.0,14.0,10.0
25.0,Andrew Farmer,#92,ED,6.0,31.0,3.0,9.7,51.3,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,100.0,0.0
26.0,Jaylinn Hawkins,#37,S,7.0,60.0,60.0,100.0,51.2,0 (0),2.0,1.0,50.0,15.0,15.0,0.0,12.0,15.0,1.0,50.0,1.0,0.0,0.0,0.0,75.0,27.0,54.0,1.0,3.0,1.0,20.0,0.0
27.0,J.C. Jackson,#29,CB,2.0,49.0,49.0,100.0,49.8,1 (0),13.0,6.0,46.2,118.0,19.7,43.0,15.4,35.0,2.0,15.0,2.0,1.0,0.0,1.0,72.0,3.5,7.7,3.0,0.0,1.0,25.0,1.0
28.0,Ty Shelby,#59,ED,1.0,6.0,1.0,16.7,47.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
29.0,Justin Hollins,#58,ED,7.0,73.0,11.0,15.1,46.3,1 (0),2.0,1.0,50.0,9.0,9.0,5.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,5.5,11.0,2.0,0.0,1.0,33.3,1.0
30.0,Tuli Tuipulotu,#45,ED,17.0,513.0,69.0,13.5,30.1,1 (0),13.0,11.0,84.6,87.0,7.9,66.0,2.5,19.0,0.0,0.0,0.0,0.0,0.0,1.0,120.2,4.8,5.7,2.0,1.0,9.0,75.0,5.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
