DEFENSE_2023_DEFENSE_2023_Rank,DEFENSE_2023_DEFENSE_2023_Player,DEFENSE_2023_DEFENSE_2023_JerseyNumber,DEFENSE_2023_DEFENSE_2023_Position,DEFENSE_2023_DEFENSE_2023_GamesPlayed,DEFENSE_2023_DEFENSE_2023_DefenseTotalSnaps,DEFENSE_2023_DEFENSE_2023_DefenseRunDefenseSnaps,DEFENSE_2023_DEFENSE_2023_DefensePassRushSnaps,DEFENSE_2023_DEFENSE_2023_DefenseCoverageSnaps,DEFENSE_2023_DEFENSE_2023_DefenseOverallGrade,DEFENSE_2023_DEFENSE_2023_DefenseRunDefenseGrade,DEFENSE_2023_DEFENSE_2023_DefenseTacklingGrade,DEFENSE_2023_DEFENSE_2023_DefensePassRushGrade,DEFENSE_2023_DEFENSE_2023_DefenseCoverageGrade,DEFENSE_2023_DEFENSE_2023_DefenseTotalPressures,DEFENSE_2023_DEFENSE_2023_DefenseSacks,DEFENSE_2023_DEFENSE_2023_DefenseHits,DEFENSE_2023_DEFENSE_2023_DefenseHurries,DEFENSE_2023_DEFENSE_2023_DefenseBattedPasses,DEFENSE_2023_DEFENSE_2023_DefenseTackles,DEFENSE_2023_DEFENSE_2023_DefenseAssists,DEFENSE_2023_DEFENSE_2023_DefenseMissedTackles,DEFENSE_2023_DEFENSE_2023_DefenseMissedTacklePercentage,DEFENSE_2023_DEFENSE_2023_DefenseStops,DEFENSE_2023_DEFENSE_2023_DefenseForcedFumbles,DEFENSE_2023_DEFENSE_2023_DefenseTargets,DEFENSE_2023_DEFENSE_2023_DefenseReceptionsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseReceptionPercentageAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsPerReceptionAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsAfterCatchAllowed,DEFENSE_2023_DEFENSE_2023_DefenseLongestReceptionAllowed,DEFENSE_2023_DEFENSE_2023_DefenseTouchdownsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseInterceptions,DEFENSE_2023_DEFENSE_2023_DefensePassBreakups,DEFENSE_2023_DEFENSE_2023_DefensePasserRatingAllowed,DEFENSE_2023_DEFENSE_2023_DefensePenalties,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOnDefensiveLine,DEFENSE_2023_DEFENSE_2023_DefenseSnapsInTheBox,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtFreeSafety,DEFENSE_2023_DEFENSE_2023_DefenseSnapsInTheSlot,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtCorner,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtA-Gap,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtB-Gap,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOverTackle,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOutside
11.0,George Karlaftis,#56,ED,20.0,973,323.0,605.0,45.0,65.4,58.4,67.1,65.4,58.2,83.0,15.0,8.0,60.0,4.0,35.0,13.0,7.0,12.7,32.0,1.0,5.0,4.0,80.0,22.0,5.5,2.0,8.0,0.0,0.0,0.0,85.0,1 (1),966.0,5.0,0.0,0.0,0,9.0,39.0,99.0,819.0
12.0,Bryan Cook,#06,S,12.0,593,215.0,0.0,378.0,65.2,66.4,58.1,-,63.1,0.0,0.0,0.0,0.0,0.0,30.0,8.0,7.0,15.6,4.0,0.0,16.0,11.0,68.8,201.0,18.3,66.0,60.0,3.0,1.0,0.0,125.0,0 (0),10.0,55.0,406.0,110.0,10,0.0,0.0,0.0,10.0
13.0,Charles Omenihu,#90,ED,14.0,502,178.0,318.0,6.0,65.1,54.0,35.9,70.6,56.0,37.0,8.0,5.0,24.0,2.0,18.0,6.0,6.0,20.0,14.0,3.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,2 (1),502.0,0.0,0.0,0.0,0,6.0,62.0,86.0,348.0
14.0,Deon Bush,#26,S,8.0,97,22.0,1.0,74.0,63.5,36.5,29.7,59.0,69.4,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,27.3,0.0,0.0,3.0,3.0,100.0,42.0,14.0,18.0,25.0,0.0,1.0,0.0,79.2,0 (0),1.0,22.0,55.0,18.0,0,0.0,0.0,0.0,1.0
15.0,Mike Danna,#51,ED,20.0,932,323.0,581.0,28.0,62.3,56.1,74.4,58.6,69.1,47.0,8.0,7.0,32.0,3.0,41.0,12.0,3.0,5.4,34.0,0.0,3.0,2.0,66.7,19.0,9.5,15.0,10.0,0.0,0.0,0.0,84.0,0 (0),924.0,6.0,0.0,0.0,0,33.0,130.0,121.0,640.0
16.0,Noah Gray,#83,TE,1.0,1,1.0,0.0,0.0,61.6,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
17.0,Travis Kelce,#87,TE,2.0,2,0.0,0.0,2.0,60.7,-,-,-,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0
18.0,Mike Pennel,#69,DI,7.0,160,78.0,80.0,2.0,60.5,67.3,60.2,52.8,51.0,1.0,0.0,0.0,1.0,0.0,10.0,5.0,1.0,6.3,9.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),160.0,0.0,0.0,0.0,0,17.0,143.0,0.0,0.0
19.0,Montrell Washington,#80,WR,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
19.0,Cole Christiansen,#48,LB,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
19.0,Richie James,#17,WR,2.0,2,2.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
19.0,Jerick McKinnon,#01,HB,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
23.0,Nick Bolton,#32,LB,12.0,708,255.0,58.0,395.0,59.4,74.0,65.9,60.6,50.5,12.0,3.0,2.0,7.0,0.0,75.0,27.0,12.0,10.5,40.0,0.0,60.0,48.0,80.0,473.0,9.9,342.0,30.0,3.0,1.0,3.0,109.2,2 (1),34.0,621.0,1.0,44.0,7,0.0,0.0,0.0,34.0
23.0,Keondre Coburn,#94,DI,1.0,9,6.0,3.0,0.0,59.4,60.0,26.3,58.0,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),9.0,0.0,0.0,0.0,0,1.0,8.0,0.0,0.0
25.0,Tershawn Wharton,#98,DI,21.0,525,172.0,343.0,10.0,58.1,46.9,32.7,67.5,57.8,23.0,3.0,2.0,18.0,0.0,17.0,9.0,4.0,13.3,11.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),521.0,2.0,0.0,0.0,0,67.0,409.0,38.0,7.0
26.0,Justin Reid,#20,S,20.0,"1,247",457.0,56.0,734.0,57.7,63.8,68.0,73.2,51.8,12.0,5.0,3.0,4.0,1.0,97.0,18.0,14.0,10.9,37.0,1.0,70.0,45.0,64.3,468.0,10.4,197.0,39.0,4.0,1.0,4.0,96.6,3 (1),92.0,452.0,335.0,328.0,39,0.0,0.0,0.0,92.0
27.0,Mike Edwards,#21,S,21.0,809,235.0,15.0,559.0,56.9,53.6,39.3,65.1,58.6,6.0,1.0,1.0,4.0,0.0,47.0,15.0,15.0,19.5,11.0,0.0,38.0,23.0,60.5,311.0,13.5,142.0,41.0,0.0,2.0,6.0,64.7,2 (1),15.0,195.0,468.0,118.0,13,0.0,0.0,0.0,15.0
28.0,Willie Gay,#50,LB,19.0,698,298.0,71.0,329.0,55.9,72.7,60.2,56.5,41.1,14.0,1.0,2.0,11.0,4.0,48.0,16.0,8.0,11.1,26.0,1.0,45.0,36.0,80.0,317.0,8.8,240.0,27.0,2.0,1.0,0.0,101.6,0 (0),103.0,529.0,0.0,63.0,1,0.0,0.0,0.0,103.0
29.0,Jack Cochrane,#43,LB,10.0,183,68.0,15.0,100.0,54.0,53.8,73.7,52.6,56.9,1.0,0.0,0.0,1.0,1.0,21.0,1.0,2.0,8.3,7.0,0.0,10.0,8.0,80.0,56.0,7.0,59.0,18.0,0.0,0.0,0.0,90.0,0 (0),12.0,149.0,0.0,19.0,0,0.0,0.0,0.0,12.0
30.0,Felix Anudike-Uzomah,#97,ED,18.0,225,57.0,153.0,15.0,53.4,51.5,59.2,52.0,65.7,11.0,1.0,7.0,3.0,0.0,10.0,3.0,2.0,13.3,8.0,1.0,2.0,2.0,100.0,16.0,8.0,4.0,10.0,0.0,0.0,0.0,100.0,0 (0),224.0,1.0,0.0,0.0,0,2.0,9.0,13.0,200.0
31.0,Malik Herring,#94,ED,11.0,213,85.0,123.0,5.0,52.3,51.8,58.5,52.6,71.7,7.0,2.0,1.0,4.0,1.0,10.0,3.0,1.0,7.1,7.0,1.0,2.0,1.0,50.0,8.0,8.0,4.0,8.0,0.0,0.0,0.0,60.4,1 (0),213.0,0.0,0.0,0.0,0,0.0,15.0,20.0,178.0
32.0,Neil Farrell Jr.,#92,DI,5.0,62,29.0,33.0,0.0,51.8,57.0,29.9,60.5,58.7,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,25.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),61.0,1.0,0.0,0.0,0,11.0,50.0,0.0,0.0
33.0,BJ Thompson,#53,ED,1.0,28,8.0,20.0,0.0,49.0,43.7,27.8,59.0,-,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),28.0,0.0,0.0,0.0,0,0.0,2.0,0.0,26.0
34.0,Nic Jones,#31,CB,2.0,68,16.0,5.0,47.0,48.7,63.6,78.4,67.7,43.6,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,83.3,53.0,10.6,28.0,18.0,0.0,0.0,0.0,103.5,0 (0),2.0,10.0,0.0,55.0,1,0.0,0.0,0.0,2.0
35.0,Matt Dickerson,#93,DI,13.0,206,107.0,98.0,1.0,44.8,40.1,74.3,53.7,65.6,1.0,0.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),206.0,0.0,0.0,0.0,0,38.0,166.0,2.0,0.0
36.0,Derrick Nnadi,#91,DI,18.0,507,256.0,241.0,10.0,41.4,42.0,32.3,51.8,53.7,9.0,1.0,0.0,8.0,1.0,21.0,12.0,5.0,13.2,14.0,0.0,2.0,2.0,100.0,10.0,5.0,8.0,7.0,0.0,0.0,0.0,87.5,2 (0),505.0,0.0,0.0,0.0,0,85.0,418.0,2.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
