Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Roy Robertson-Harris,#95,DI,17.0,683,218.0,464.0,1.0,62.3,62.3,28.9,58.8,64.8,42.0,4.0,6.0,32.0,1.0,17.0,16.0,10.0,23.3,13.0,0.0,1.0,1.0,100.0,8.0,8.0,3.0,8.0,0.0,0.0,0.0,100.0,1 (0),681.0,2,0.0,0.0,0.0,28.0,367.0,246.0,40.0
Tyson Campbell,#32,CB,11.0,589,194.0,1.0,394.0,61.5,86.5,72.5,60.0,56.4,0.0,0.0,0.0,0.0,0.0,48.0,14.0,6.0,8.8,18.0,1.0,60.0,42.0,70.0,494.0,11.8,167.0,76.0,8.0,1.0,2.0,127.4,3 (2),1.0,43,0.0,34.0,511.0,0.0,0.0,0.0,1.0
Folorunso Fatukasi,#94,DI,16.0,415,191.0,223.0,1.0,61.0,60.7,53.0,58.8,53.6,16.0,0.0,2.0,14.0,1.0,23.0,7.0,3.0,9.1,20.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),415.0,0,0.0,0.0,0.0,186.0,201.0,27.0,1.0
Adam Gotsis,#96,DI,17.0,427,175.0,250.0,2.0,61.0,63.4,42.4,55.3,65.2,20.0,1.0,7.0,12.0,4.0,18.0,7.0,5.0,16.7,13.0,0.0,1.0,1.0,100.0,13.0,13.0,11.0,13.0,0.0,0.0,0.0,118.8,1 (0),425.0,0,0.0,1.0,0.0,2.0,208.0,184.0,31.0
Rayshawn Jenkins,#02,S,17.0,"1,099",376.0,46.0,677.0,60.9,63.8,69.3,63.4,59.6,7.0,1.0,0.0,6.0,0.0,76.0,23.0,12.0,10.8,28.0,0.0,54.0,33.0,61.1,366.0,11.1,160.0,46.0,1.0,2.0,6.0,72.0,2 (1),29.0,489,335.0,188.0,58.0,0.0,0.0,0.0,29.0
Tevaughn Campbell,#29,CB,1.0,1,0.0,0.0,1.0,60.3,-,-,-,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tim Jones,#15,WR,1.0,1,1.0,0.0,0.0,60.1,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parker Washington,#11,WR,1.0,1,1.0,0.0,0.0,59.9,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tank Bigsby,#04,HB,1.0,1,1.0,0.0,0.0,59.9,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Johnson,#57,LB,1.0,1,1.0,0.0,0.0,59.9,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaquille Quarterman,#50,LB,4.0,8,5.0,2.0,1.0,58.6,61.8,-,53.8,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Tyler Lacy,#93,DI,15.0,145,71.0,74.0,0.0,58.2,59.1,75.0,55.3,60.0,5.0,0.0,3.0,2.0,0.0,9.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),145.0,0,0.0,0.0,0.0,4.0,79.0,55.0,7.0
Ross Blacklock,#90,DI,1.0,6,1.0,5.0,0.0,56.5,66.2,68.7,51.2,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),6.0,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
K'Lavon Chaisson,#45,ED,17.0,283,98.0,154.0,31.0,54.7,58.0,78.7,58.2,60.1,14.0,2.0,6.0,6.0,0.0,9.0,2.0,1.0,8.3,9.0,0.0,2.0,2.0,100.0,4.0,2.0,12.0,11.0,0.0,0.0,0.0,79.2,3 (0),275.0,2,0.0,5.0,1.0,0.0,0.0,7.0,268.0
Travon Walker,#44,ED,17.0,869,298.0,485.0,86.0,53.9,49.7,30.1,58.1,59.2,59.0,11.0,9.0,39.0,1.0,26.0,15.0,15.0,26.8,27.0,0.0,9.0,8.0,88.9,103.0,12.9,76.0,29.0,0.0,0.0,0.0,114.4,4 (0),856.0,1,0.0,11.0,1.0,0.0,13.0,17.0,826.0
Angelo Blackson,#90,DI,11.0,215,75.0,139.0,1.0,53.8,66.1,28.3,48.5,57.8,4.0,0.0,0.0,4.0,0.0,8.0,4.0,3.0,20.0,6.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),215.0,0,0.0,0.0,0.0,1.0,126.0,79.0,9.0
Daniel Thomas,#20,S,6.0,14,9.0,0.0,5.0,51.6,60.7,75.2,-,61.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),0.0,3,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Montaric Brown,#30,CB,9.0,475,157.0,0.0,318.0,51.3,32.9,28.5,-,54.5,0.0,0.0,0.0,0.0,0.0,27.0,9.0,13.0,26.5,6.0,0.0,55.0,37.0,67.3,487.0,13.2,148.0,49.0,4.0,0.0,3.0,119.3,0 (0),0.0,27,0.0,33.0,415.0,0.0,0.0,0.0,0.0
Jeremiah Ledbetter,#99,DI,17.0,369,158.0,206.0,5.0,49.0,56.1,58.0,50.1,55.6,8.0,0.0,2.0,6.0,1.0,13.0,9.0,4.0,15.4,10.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,2 (2),368.0,1,0.0,0.0,0.0,86.0,192.0,85.0,5.0
Dawuane Smoot,#91,ED,12.0,340,87.0,230.0,23.0,42.4,38.4,28.8,50.0,47.6,14.0,1.0,3.0,10.0,0.0,6.0,3.0,5.0,35.7,5.0,1.0,2.0,1.0,50.0,24.0,24.0,8.0,24.0,0.0,0.0,0.0,93.8,0 (0),335.0,4,0.0,1.0,0.0,3.0,36.0,122.0,174.0
Chad Muma,#48,LB,11.0,146,54.0,14.0,78.0,38.1,29.9,35.9,53.7,55.8,3.0,0.0,0.0,3.0,1.0,6.0,3.0,3.0,25.0,3.0,0.0,7.0,6.0,85.7,79.0,13.2,61.0,29.0,0.0,0.0,1.0,113.7,1 (0),14.0,114,1.0,16.0,0.0,0.0,0.0,0.0,14.0
DaVon Hamilton,#52,DI,8.0,190,103.0,86.0,1.0,36.2,37.4,35.3,51.0,60.0,4.0,0.0,0.0,4.0,0.0,10.0,3.0,2.0,13.3,9.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),189.0,1,0.0,0.0,0.0,56.0,118.0,15.0,0.0
Yasir Abdullah,#56,ED,5.0,45,16.0,25.0,4.0,30.7,52.6,72.0,62.9,25.5,4.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,50.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,68.8,1 (1),45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
