DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Rank,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Player,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_JerseyNumber,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_Position,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_GamesPlayed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_PassRushSnaps,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnaps,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageGrade,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePenalties,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTargets,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageReceptionsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageReceptionPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsPerReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageYardsAfterCatchAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageAverageDepthOfTarget,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageLongestReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageForcedIncompletions,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageForcedIncompletionPercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePassBreakups,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageInterceptions,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageDrops,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTouchdownsAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoveragePasserRatingAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPerTarget,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageSnapsPerReceptionAllowed,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageTackles,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageAssists,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageMissedTackles,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageMissedTacklePercentage,DEFENSE-COVERAGE_2023_DEFENSE-COVERAGE_2023_CoverageStops
11.0,Sheldon Rankins,#98,DI,17.0,432.0,1.0,0.2,69.1,1 (1),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,9.0,1.0,6.0,37.5,13.0
13.0,Jimmie Ward,#01,S,10.0,319.0,314.0,98.4,67.8,3 (0),31.0,24.0,77.4,297.0,12.4,127.0,9.0,53.0,2.0,7.0,2.0,1.0,0.0,0.0,93.1,9.5,12.3,28.0,7.0,2.0,5.4,7.0
14.0,Maliek Collins,#96,DI,18.0,510.0,3.0,0.6,67.5,3 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,5.0,5.0,3.0,23.1,7.0
15.0,Shaquill Griffin,#00,CB,8.0,256.0,256.0,100.0,66.7,5 (0),41.0,27.0,65.9,260.0,9.6,60.0,10.6,29.0,3.0,7.0,3.0,1.0,1.0,1.0,81.4,5.8,8.9,26.0,0.0,2.0,7.1,5.0
16.0,Jerry Hughes,#55,ED,17.0,285.0,9.0,3.2,64.8,1 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,1.0,33.3,5.0
17.0,Eric Murray,#23,S,6.0,112.0,110.0,98.2,63.6,0 (0),3.0,1.0,33.3,22.0,22.0,10.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,60.4,33.7,101.0,7.0,0.0,2.0,22.2,0.0
18.0,Jalen Pitre,#05,S,17.0,630.0,592.0,94.0,61.6,4 (2),33.0,20.0,60.6,242.0,12.1,76.0,12.7,45.0,6.0,18.0,5.0,0.0,2.0,1.0,93.2,16.9,27.9,34.0,9.0,5.0,10.4,6.0
19.0,Brandon Hill,#36,S,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
19.0,Alex Austin,#27,CB,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
21.0,Adrian Amos,#00,S,6.0,83.0,82.0,98.8,59.9,0 (0),2.0,0.0,0.0,0.0,,0.0,2.5,,0.0,0.0,0.0,0.0,0.0,0.0,39.6,38.5,,3.0,1.0,0.0,0.0,1.0
22.0,Kareem Jackson,#22,S,3.0,23.0,23.0,100.0,59.6,0 (0),1.0,1.0,100.0,5.0,5.0,6.0,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,22.0,22.0,2.0,1.0,1.0,25.0,0.0
23.0,Ka'dar Hollman,#20,CB,9.0,62.0,62.0,100.0,58.5,1 (0),5.0,2.0,40.0,33.0,16.5,1.0,14.0,22.0,1.0,20.0,0.0,0.0,0.0,0.0,62.9,11.6,29.0,3.0,1.0,0.0,0.0,0.0
24.0,DeAndre Houston-Carson,#30,S,13.0,357.0,356.0,99.7,56.3,1 (0),26.0,18.0,69.2,257.0,14.3,68.0,12.3,64.0,3.0,12.0,3.0,2.0,0.0,2.0,94.6,12.8,18.6,26.0,5.0,3.0,8.8,9.0
25.0,M.J. Stewart,#29,S,6.0,107.0,103.0,96.3,54.9,1 (1),14.0,10.0,71.4,92.0,9.2,34.0,5.7,20.0,1.0,7.0,0.0,0.0,0.0,0.0,89.0,6.9,9.6,12.0,1.0,2.0,13.3,5.0
26.0,Kurt Hinish,#93,DI,19.0,278.0,2.0,0.7,52.7,4 (0),0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,2.0,50.0,2.0
27.0,Kris Boyd,#17,CB,1.0,7.0,7.0,100.0,52.1,0 (0),1.0,1.0,100.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,108.3,7.0,7.0,0.0,1.0,0.0,0.0,0.0
28.0,Cory Littleton,#42,LB,2.0,10.0,10.0,100.0,46.6,0 (0),2.0,2.0,100.0,27.0,13.5,33.0,-3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,118.8,5.0,5.0,0.0,0.0,1.0,100.0,0.0
29.0,Henry To'oTo'o,#39,LB,12.0,279.0,250.0,89.6,41.8,0 (0),44.0,37.0,84.1,419.0,11.3,237.0,5.8,42.0,2.0,5.0,2.0,0.0,0.0,3.0,129.1,5.5,6.5,20.0,10.0,7.0,18.9,9.0
30.0,D'Angelo Ross,#37,CB,3.0,13.0,13.0,100.0,39.5,1 (1),5.0,5.0,100.0,94.0,18.8,43.0,10.2,75.0,0.0,0.0,0.0,0.0,0.0,1.0,158.3,2.4,2.4,5.0,0.0,0.0,0.0,2.0
31.0,Denzel Perryman,#06,LB,14.0,353.0,328.0,92.9,38.4,4 (1),43.0,33.0,76.7,439.0,13.3,218.0,7.4,64.0,3.0,7.0,3.0,0.0,0.0,2.0,124.1,7.2,9.4,20.0,9.0,7.0,19.4,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
