DEFENSE_2023_DEFENSE_2023_Rank,DEFENSE_2023_DEFENSE_2023_Player,DEFENSE_2023_DEFENSE_2023_JerseyNumber,DEFENSE_2023_DEFENSE_2023_Position,DEFENSE_2023_DEFENSE_2023_GamesPlayed,DEFENSE_2023_DEFENSE_2023_DefenseTotalSnaps,DEFENSE_2023_DEFENSE_2023_DefenseRunDefenseSnaps,DEFENSE_2023_DEFENSE_2023_DefensePassRushSnaps,DEFENSE_2023_DEFENSE_2023_DefenseCoverageSnaps,DEFENSE_2023_DEFENSE_2023_DefenseOverallGrade,DEFENSE_2023_DEFENSE_2023_DefenseRunDefenseGrade,DEFENSE_2023_DEFENSE_2023_DefenseTacklingGrade,DEFENSE_2023_DEFENSE_2023_DefensePassRushGrade,DEFENSE_2023_DEFENSE_2023_DefenseCoverageGrade,DEFENSE_2023_DEFENSE_2023_DefenseTotalPressures,DEFENSE_2023_DEFENSE_2023_DefenseSacks,DEFENSE_2023_DEFENSE_2023_DefenseHits,DEFENSE_2023_DEFENSE_2023_DefenseHurries,DEFENSE_2023_DEFENSE_2023_DefenseBattedPasses,DEFENSE_2023_DEFENSE_2023_DefenseTackles,DEFENSE_2023_DEFENSE_2023_DefenseAssists,DEFENSE_2023_DEFENSE_2023_DefenseMissedTackles,DEFENSE_2023_DEFENSE_2023_DefenseMissedTacklePercentage,DEFENSE_2023_DEFENSE_2023_DefenseStops,DEFENSE_2023_DEFENSE_2023_DefenseForcedFumbles,DEFENSE_2023_DEFENSE_2023_DefenseTargets,DEFENSE_2023_DEFENSE_2023_DefenseReceptionsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseReceptionPercentageAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsPerReceptionAllowed,DEFENSE_2023_DEFENSE_2023_DefenseYardsAfterCatchAllowed,DEFENSE_2023_DEFENSE_2023_DefenseLongestReceptionAllowed,DEFENSE_2023_DEFENSE_2023_DefenseTouchdownsAllowed,DEFENSE_2023_DEFENSE_2023_DefenseInterceptions,DEFENSE_2023_DEFENSE_2023_DefensePassBreakups,DEFENSE_2023_DEFENSE_2023_DefensePasserRatingAllowed,DEFENSE_2023_DEFENSE_2023_DefensePenalties,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOnDefensiveLine,DEFENSE_2023_DEFENSE_2023_DefenseSnapsInTheBox,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtFreeSafety,DEFENSE_2023_DEFENSE_2023_DefenseSnapsInTheSlot,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtCorner,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtA-Gap,DEFENSE_2023_DEFENSE_2023_DefenseSnapsAtB-Gap,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOverTackle,DEFENSE_2023_DEFENSE_2023_DefenseSnapsOutside
14.0,Joey Porter Jr.,#24,CB,18.0,855,290.0,0.0,565.0,64.3,64.7,56.3,-,66.6,0.0,0.0,0.0,0.0,0.0,37.0,6.0,6.0,12.2,8.0,0.0,57.0,27.0,47.4,404.0,15.0,137.0,56.0,1.0,1.0,6.0,69.6,12 (4),2.0,39.0,0.0,49.0,765.0,0.0,0.0,0.0,2.0
15.0,Miles Killebrew,#28,S,10.0,111,17.0,3.0,91.0,64.1,72.4,69.8,55.6,61.1,2.0,0.0,1.0,1.0,0.0,10.0,3.0,1.0,7.1,5.0,0.0,13.0,9.0,69.2,97.0,10.8,27.0,29.0,0.0,0.0,0.0,90.9,0 (0),7.0,53.0,21.0,25.0,5.0,0.0,0.0,0.0,7.0
16.0,Chandon Sullivan,#34,CB,18.0,442,150.0,37.0,255.0,60.4,42.4,54.8,57.1,65.9,5.0,0.0,0.0,5.0,2.0,18.0,3.0,4.0,16.0,8.0,1.0,35.0,24.0,68.6,217.0,9.0,81.0,30.0,1.0,1.0,3.0,82.7,3 (0),13.0,46.0,0.0,366.0,17.0,0.0,0.0,0.0,13.0
17.0,Damontae Kazee,#23,S,15.0,791,280.0,5.0,506.0,60.1,55.7,49.8,52.4,62.3,0.0,0.0,0.0,0.0,0.0,49.0,13.0,13.0,17.3,6.0,0.0,29.0,23.0,79.3,400.0,17.4,142.0,46.0,2.0,2.0,1.0,113.0,2 (1),11.0,63.0,647.0,59.0,11.0,0.0,0.0,0.0,11.0
18.0,Desmond King II,#25,CB,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,Keanu Neal,#31,S,9.0,430,154.0,10.0,266.0,59.6,65.1,50.2,60.2,56.4,3.0,0.0,1.0,2.0,0.0,36.0,12.0,9.0,15.8,12.0,0.0,37.0,24.0,64.9,250.0,10.4,131.0,34.0,0.0,1.0,1.0,73.0,1 (0),22.0,178.0,102.0,108.0,20.0,0.0,0.0,0.0,22.0
20.0,Kwon Alexander,#54,LB,9.0,362,145.0,30.0,187.0,59.2,30.3,39.5,81.0,74.4,5.0,1.0,1.0,3.0,0.0,34.0,6.0,10.0,20.0,13.0,2.0,30.0,19.0,63.3,188.0,9.9,77.0,24.0,0.0,1.0,0.0,67.1,0 (0),13.0,319.0,0.0,24.0,6.0,0.0,0.0,0.0,13.0
21.0,Montravius Adams,#57,DI,14.0,427,173.0,253.0,1.0,59.0,50.6,45.7,67.0,61.5,16.0,0.0,0.0,16.0,1.0,17.0,10.0,4.0,12.9,12.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),427.0,0.0,0.0,0.0,0.0,158.0,255.0,14.0,0.0
22.0,Patrick Peterson,#20,CB,18.0,"1,162",438.0,8.0,716.0,58.9,57.1,39.8,59.4,59.8,3.0,0.0,0.0,3.0,0.0,41.0,8.0,10.0,16.9,12.0,0.0,62.0,33.0,53.2,431.0,13.1,208.0,52.0,5.0,2.0,6.0,88.8,5 (1),3.0,115.0,220.0,225.0,599.0,0.0,0.0,0.0,3.0
23.0,Kyron Johnson,#53,ED,1.0,1,0.0,1.0,0.0,58.8,-,-,58.3,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.0,Larry Ogunjobi,#99,DI,18.0,816,320.0,492.0,4.0,58.7,53.2,42.4,58.6,67.3,35.0,3.0,5.0,27.0,2.0,31.0,18.0,9.0,15.5,25.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),815.0,1.0,0.0,0.0,0.0,26.0,402.0,348.0,39.0
25.0,Levi Wallace,#29,CB,17.0,762,260.0,0.0,502.0,57.9,44.1,63.3,-,60.4,0.0,0.0,0.0,0.0,0.0,36.0,3.0,5.0,11.4,5.0,0.0,72.0,40.0,55.6,548.0,13.7,156.0,36.0,7.0,2.0,6.0,100.9,1 (0),3.0,40.0,2.0,26.0,691.0,0.0,0.0,0.0,3.0
26.0,Trenton Thompson,#17,S,6.0,212,81.0,3.0,128.0,56.8,42.9,64.7,53.6,63.8,0.0,0.0,0.0,0.0,0.0,19.0,1.0,3.0,13.0,3.0,0.0,12.0,7.0,58.3,44.0,6.3,33.0,11.0,0.0,1.0,1.0,31.3,0 (0),4.0,78.0,86.0,36.0,8.0,0.0,0.0,0.0,4.0
27.0,Myles Jack,#16,LB,4.0,157,39.0,11.0,107.0,55.3,72.0,52.6,63.0,47.8,2.0,1.0,1.0,0.0,0.0,13.0,3.0,3.0,15.8,7.0,0.0,12.0,11.0,91.7,134.0,12.2,81.0,22.0,0.0,0.0,0.0,113.2,2 (0),4.0,136.0,0.0,17.0,0.0,0.0,0.0,0.0,4.0
28.0,Isaiahh Loudermilk,#92,DI,16.0,184,107.0,77.0,0.0,55.2,57.8,32.6,47.2,60.7,4.0,0.0,1.0,3.0,1.0,11.0,4.0,3.0,16.7,8.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),184.0,0.0,0.0,0.0,0.0,3.0,73.0,82.0,26.0
29.0,Darius Rush,#21,CB,2.0,39,1.0,0.0,38.0,54.4,60.0,79.7,-,54.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,75.0,37.0,12.3,14.0,23.0,0.0,0.0,1.0,103.1,0 (0),0.0,8.0,5.0,20.0,6.0,0.0,0.0,0.0,0.0
30.0,Mykal Walker,#38,LB,9.0,321,134.0,20.0,167.0,52.3,50.2,63.8,64.8,53.9,3.0,0.0,0.0,3.0,0.0,25.0,12.0,4.0,9.8,14.0,0.0,26.0,18.0,69.2,220.0,12.2,148.0,80.0,5.0,1.0,1.0,118.6,1 (0),11.0,265.0,0.0,40.0,5.0,0.0,0.0,0.0,11.0
31.0,Mark Robinson,#93,LB,9.0,173,102.0,7.0,64.0,51.1,66.8,83.6,61.5,33.8,2.0,1.0,0.0,1.0,0.0,23.0,6.0,1.0,3.3,9.0,1.0,7.0,7.0,100.0,88.0,12.6,32.0,21.0,1.0,0.0,0.0,158.3,1 (0),2.0,165.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0
32.0,DeMarvin Leal,#98,DI,12.0,206,99.0,107.0,0.0,47.5,48.1,63.7,51.5,60.0,7.0,1.0,1.0,5.0,0.0,10.0,4.0,1.0,6.7,8.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),205.0,1.0,0.0,0.0,0.0,3.0,63.0,106.0,33.0
33.0,James Pierre,#42,CB,6.0,28,4.0,0.0,24.0,40.4,61.2,75.7,-,37.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,18.0,9.0,6.0,12.0,1.0,0.0,0.0,143.8,2 (0),0.0,1.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
