year,snap_counts_coverage,snap_counts_run_defense,player_game_count,snap_counts_dl_over_t,snap_counts_fs,snap_counts_pass_rush,grades_defense,grades_run_defense,grades_pass_rush_defense,grades_tackle,snap_counts_defense,snap_counts_dl_outside_t,snap_counts_slot,player,team_name,grades_coverage_defense,grades_defense_penalty,snap_counts_dl_a_gap,player_id,snap_counts_offball,position,snap_counts_dl,snap_counts_dl_b_gap,snap_counts_box,snap_counts_corner
2007,272,394,16,297,0,366,86.5,86.4,72.9,73.6,1032,226,30,Calvin Pace,ARZ,84.7,25.1,1,1334,503,ED,529,5,473,0
2007,439,390,16,0,7,104,69.0,63.7,74.0,71.8,933,26,15,Gerald Hayes,ARZ,66.6,63.0,0,1385,907,LB,26,0,883,2
2007,639,391,16,0,900,9,57.5,74.3,78.5,73.6,1039,0,32,Terrence Holt,ARZ,47.9,83.9,0,1446,1039,S,0,0,102,5
2007,197,97,8,0,248,3,56.1,60.4,71.2,47.3,297,0,9,Oliver Celestin,ARZ,54.6,79.7,0,1581,297,S,0,0,39,1
2007,630,362,16,0,2,2,67.8,55.4,54.9,51.2,994,0,17,Roderick Hood,ARZ,68.5,88.7,0,1628,994,CB,0,0,44,931
2007,465,297,14,0,9,75,79.9,72.5,93.1,73.2,837,17,10,Karlos Dansby,ARZ,72.0,4.8,0,1754,820,LB,17,0,798,3
2007,11,361,16,357,0,578,62.0,57.1,68.6,74.9,950,53,0,Darnell Dockett,ARZ,57.3,41.7,125,1785,27,DI,923,388,27,0
2007,82,23,12,0,37,2,52.3,64.9,54.2,47.2,107,0,22,Matt Ware,ARZ,52.2,79.5,0,1810,107,S,0,0,46,2
2007,0,6,2,14,0,10,61.6,62.8,58.0,68.1,16,2,0,Bo Schobel,ARZ,,72.7,0,1824,0,ED,16,0,0,0
2007,4,325,16,329,0,547,71.2,72.6,64.2,62.3,876,177,0,Antonio Smith,ARZ,70.2,44.6,3,1856,3,DI,873,364,3,0
2007,466,227,16,0,39,7,76.0,81.1,61.2,63.5,700,0,353,Antrel Rolle,ARZ,76.2,0.0,0,2225,700,CB,0,0,65,243
2007,422,250,11,0,2,3,70.8,57.5,52.3,59.4,675,0,10,Eric Green,ARZ,73.8,29.4,0,2292,675,CB,0,0,14,649
2007,17,60,12,113,0,156,49.9,64.1,46.5,48.5,233,105,0,Darryl Blackstock,ARZ,58.6,57.3,0,2312,13,ED,220,2,13,0
2007,136,92,9,0,167,6,52.4,55.8,52.4,45.2,234,0,13,Aaron Francisco,ARZ,53.6,79.7,0,2594,234,S,0,0,42,12
2007,7,249,16,19,0,224,63.9,71.8,50.0,69.6,480,0,0,Gabe Watson,ARZ,50.1,71.0,177,3052,0,DI,480,284,0,0
2007,5,67,11,17,0,72,61.6,66.6,53.3,53.1,144,1,0,Alan Branch,ARZ,54.8,80.9,46,3649,0,DI,144,80,0,0
2007,4,6,3,0,1,0,63.2,63.3,,75.2,10,0,3,Michael Adams,ARZ,59.7,71.2,0,4192,10,CB,0,0,0,6
2008,28,217,18,414,0,393,53.9,39.0,65.2,80.7,638,211,0,Bertrand Berry,ARZ,65.7,48.1,1,267,9,ED,629,3,9,0
2008,1,213,20,54,0,215,53.9,53.2,56.5,60.4,429,3,0,Bryan Robinson,ARZ,63.2,67.9,246,321,0,DI,429,126,0,0
2008,192,432,20,187,0,466,58.5,62.4,61.7,59.8,1090,468,14,Chike Okeafor,ARZ,47.4,61.2,1,493,431,ED,659,3,416,1
2008,51,96,11,44,0,105,72.6,69.6,61.4,68.2,252,95,0,Clark Haggans,ARZ,81.0,47.9,0,670,111,ED,141,2,111,0
2008,336,129,19,0,6,16,69.9,46.8,75.9,32.4,481,0,343,Ralph Brown,ARZ,70.7,86.0,0,672,481,CB,0,0,12,120
2008,614,464,19,0,456,74,67.4,45.9,94.4,78.4,1152,3,45,Adrian Wilson,ARZ,64.6,0.0,0,831,1149,S,3,0,645,3
2008,35,46,9,0,0,7,56.9,67.1,59.5,45.5,88,14,1,Monty Beisel,ARZ,53.9,0.0,0,862,74,LB,14,0,73,0
2008,6,1,1,0,0,2,46.1,60.0,56.8,69.9,9,7,0,Victor Hobson,ARZ,47.4,72.2,0,1368,2,LB,7,0,2,0
2008,404,456,20,0,2,76,77.5,67.7,71.9,78.1,936,17,3,Gerald Hayes,ARZ,78.0,64.5,0,1385,919,LB,17,0,912,2
2008,582,356,19,0,0,1,65.4,74.9,59.1,55.1,939,0,30,Roderick Hood,ARZ,62.6,88.7,0,1628,939,CB,0,0,7,902
2008,631,489,20,0,11,97,67.9,56.7,75.4,75.1,1217,28,17,Karlos Dansby,ARZ,71.7,55.6,0,1754,1189,LB,28,0,1159,2
2008,20,234,16,303,0,284,41.5,40.4,55.4,65.1,538,205,0,Travis LaBoy,ARZ,61.8,18.3,0,1763,29,ED,509,1,29,0
2008,1,422,20,648,0,597,54.8,49.9,60.7,62.0,1020,0,0,Darnell Dockett,ARZ,80.8,17.8,140,1785,0,DI,1020,232,0,0
2008,103,26,12,0,87,5,50.2,61.8,66.0,58.9,134,0,13,Matt Ware,ARZ,49.7,78.1,0,1810,134,S,0,0,34,0
2008,3,382,20,621,0,559,69.0,67.1,65.0,71.2,944,0,0,Antonio Smith,ARZ,56.3,78.0,118,1856,2,DI,942,203,2,0
2008,751,512,20,0,932,19,67.1,89.1,79.0,74.6,1282,0,256,Antrel Rolle,ARZ,56.7,47.8,0,2225,1282,S,0,0,81,13
2008,298,193,11,0,1,7,60.1,61.4,44.5,71.9,498,0,149,Eric Green,ARZ,59.8,86.6,0,2292,498,CB,0,0,8,340
2008,392,173,20,0,492,15,68.7,84.5,71.1,75.6,580,0,14,Aaron Francisco,ARZ,60.2,81.9,0,2594,580,S,0,0,74,0
2008,0,210,15,17,0,164,60.5,58.1,63.1,77.3,374,0,0,Gabe Watson,ARZ,60.0,65.3,245,3052,0,DI,374,112,0,0
2008,0,55,4,1,0,51,58.4,53.2,70.1,30.0,106,0,0,Alan Branch,ARZ,60.0,79.0,83,3649,0,DI,106,22,0,0
2008,21,11,4,0,1,1,75.4,67.6,59.1,76.4,33,0,19,Michael Adams,ARZ,75.0,75.7,0,4192,33,CB,0,0,4,9
2008,10,18,2,0,0,4,68.0,66.1,53.0,78.8,32,0,0,Pago Togafau,ARZ,66.9,75.8,0,4193,32,LB,0,0,31,1
2008,647,392,20,0,0,0,68.5,38.9,,62.3,1039,0,17,Dominique Rodgers-Cromartie,ARZ,74.2,28.6,0,4330,1039,CB,0,0,11,1011
2008,0,103,19,149,0,124,55.5,58.5,48.8,67.3,227,13,0,Calais Campbell,ARZ,68.8,82.7,7,4364,0,DI,227,58,0,0
2008,0,34,15,56,0,72,44.1,46.8,48.4,71.4,106,0,0,Kenny Iwebema,ARZ,60.0,78.8,9,4430,0,DI,106,41,0,0
2009,73,127,17,397,0,346,53.1,43.4,58.8,75.7,546,96,1,Bertrand Berry,ARZ,61.2,53.6,0,267,50,ED,496,3,49,0
2009,0,184,18,17,0,216,59.5,58.8,58.9,80.4,400,0,0,Bryan Robinson,ARZ,86.4,44.8,345,321,0,DI,400,38,0,0
2009,141,308,15,58,0,351,51.6,39.6,59.4,73.0,800,478,5,Chike Okeafor,ARZ,68.1,53.0,4,493,254,ED,546,6,249,0
2009,204,388,18,81,0,346,64.0,62.4,71.6,62.3,938,612,7,Clark Haggans,ARZ,48.1,69.6,0,670,242,ED,696,3,235,0
2009,312,70,17,0,60,16,62.3,72.8,46.3,62.9,398,0,302,Ralph Brown,ARZ,61.4,84.4,0,672,398,CB,0,0,36,0
2009,603,408,18,0,282,126,70.7,52.0,54.5,92.4,1137,0,63,Adrian Wilson,ARZ,85.6,0.0,0,831,1137,S,0,0,782,10
2009,55,68,6,0,0,1,44.7,63.1,66.6,51.6,124,11,2,Monty Beisel,ARZ,32.4,82.4,0,862,113,LB,11,0,111,0
2009,288,293,15,0,1,38,52.1,54.7,50.8,61.7,619,16,2,Gerald Hayes,ARZ,57.1,21.8,0,1385,603,LB,16,0,598,2
2009,569,410,18,0,17,143,73.0,62.6,57.6,81.7,1122,27,26,Karlos Dansby,ARZ,79.2,69.4,0,1754,1093,LB,29,2,1040,10
2009,1,352,18,669,0,604,53.6,46.5,64.1,67.6,957,0,0,Darnell Dockett,ARZ,67.3,32.3,146,1785,1,DI,956,141,1,0
2009,212,50,10,0,184,17,45.3,70.3,40.0,82.8,279,0,8,Matt Ware,ARZ,45.2,81.0,0,1810,279,S,0,0,86,1
2009,672,380,17,0,891,30,56.3,57.1,92.4,55.2,1082,0,71,Antrel Rolle,ARZ,48.6,61.9,0,2225,1082,S,0,0,116,4
2009,699,380,18,0,3,0,55.3,59.3,,84.2,1079,0,22,Bryant McFadden,ARZ,54.5,70.2,0,2279,1079,CB,0,0,92,962
2009,48,60,3,0,93,2,35.5,72.5,58.8,58.3,110,0,3,Hamza Abdullah,ARZ,30.3,76.3,0,2448,110,S,0,0,13,1
2009,0,187,18,1,0,163,67.8,74.3,51.6,70.2,350,0,0,Gabe Watson,ARZ,75.4,42.8,327,3052,0,DI,350,22,0,0
2009,0,177,18,287,0,220,68.9,69.9,57.7,55.8,397,0,0,Alan Branch,ARZ,72.8,47.5,63,3649,0,DI,397,47,0,0
2009,239,84,12,0,1,11,60.3,48.0,91.8,64.6,334,0,184,Michael Adams,ARZ,57.4,84.6,0,4192,334,CB,0,0,14,135
2009,0,14,1,0,0,0,77.8,72.3,,76.8,14,0,0,Pago Togafau,ARZ,,73.5,0,4193,14,LB,0,0,14,0
2009,672,360,18,0,2,2,88.0,51.0,48.9,58.0,1034,0,23,Dominique Rodgers-Cromartie,ARZ,90.4,68.4,0,4330,1034,CB,0,0,40,969
2009,3,307,18,612,0,529,68.7,59.2,72.1,60.1,839,0,0,Calais Campbell,ARZ,73.2,37.5,107,4364,3,DI,836,117,3,0
2009,0,31,12,91,0,81,46.2,44.8,56.4,71.6,112,0,0,Kenny Iwebema,ARZ,,30.4,11,4430,0,DI,112,10,0,0
2009,0,24,1,36,0,21,43.4,41.8,57.3,69.9,45,0,0,Jason Banks,ARZ,,75.8,2,4642,0,DI,45,7,0,0
2009,0,8,2,15,0,14,62.2,62.4,59.1,,22,0,0,Keilen Dykes,ARZ,,73.7,1,4645,0,DI,22,6,0,0
2009,52,31,9,0,0,3,43.4,53.1,68.8,28.4,86,0,3,Ali Highsmith,ARZ,43.1,80.1,0,4646,86,LB,0,0,83,0
2009,137,53,8,0,182,3,47.4,64.9,56.3,44.7,193,0,2,Rashad Johnson,ARZ,46.6,77.4,0,5018,193,S,0,0,9,0
2009,61,56,5,0,0,0,78.4,74.9,,83.4,117,0,3,Greg Toler,ARZ,77.3,80.3,0,5055,117,CB,0,0,3,111
2009,12,44,6,40,0,58,66.5,63.6,58.4,76.8,114,61,0,Will Davis,ARZ,73.4,78.6,0,5128,12,ED,102,1,12,0
2009,22,22,3,0,0,4,60.2,58.0,54.8,76.5,48,3,0,Reggie Walker,ARZ,62.9,76.9,0,5351,45,LB,3,0,44,1
2010,3,184,16,44,0,151,44.2,49.5,52.9,78.4,338,0,0,Bryan Robinson,ARZ,55.0,24.3,224,321,0,DI,338,70,0,0
2010,129,465,14,230,0,405,56.4,45.8,62.8,47.3,999,548,5,Joey Porter,ARZ,75.3,48.4,1,484,220,ED,779,0,215,0
2010,134,328,13,80,0,316,45.3,43.8,55.0,43.1,778,386,8,Clark Haggans,ARZ,59.7,18.0,0,670,310,ED,468,2,302,0
2010,490,492,16,0,4,110,61.9,64.4,63.0,76.1,1092,3,55,Paris Lenon,ARZ,56.3,88.5,0,751,1088,LB,4,1,1018,11
2010,513,522,16,0,271,94,61.6,69.1,59.7,75.5,1129,0,90,Adrian Wilson,ARZ,59.3,14.5,0,831,1129,S,0,0,760,8
2010,91,150,6,0,0,10,64.3,68.1,59.0,55.8,251,1,3,Gerald Hayes,ARZ,64.0,0.0,0,1385,250,LB,1,0,247,0
2010,8,416,15,601,0,479,52.1,40.3,66.6,70.8,903,0,0,Darnell Dockett,ARZ,76.0,52.9,150,1785,0,DI,903,150,0,0
2010,51,34,10,0,44,1,51.1,54.4,58.0,59.6,86,0,2,Matt Ware,ARZ,53.9,77.8,0,1810,86,S,0,0,37,3
2010,576,520,16,0,815,34,65.7,49.2,75.0,61.6,1130,0,43,Kerry Rhodes,ARZ,73.0,39.9,0,2340,1130,S,0,0,258,14
2010,7,2,2,0,6,0,68.9,60.0,,76.7,9,0,0,Hamza Abdullah,ARZ,61.5,69.4,0,2448,9,S,0,0,2,1
2010,1,89,7,25,0,52,45.3,44.6,53.9,27.1,142,0,0,Gabe Watson,ARZ,60.0,80.0,88,3052,0,DI,142,29,0,0
2010,0,289,16,432,0,275,61.7,61.8,62.7,65.4,564,0,0,Alan Branch,ARZ,60.0,44.3,53,3649,0,DI,564,79,0,0
2010,36,18,10,0,1,0,58.1,65.2,,79.5,54,0,14,Trumaine McBride,ARZ,55.9,78.0,0,3837,54,CB,0,0,2,37
2010,358,215,16,0,36,16,64.7,62.9,53.9,69.8,589,0,371,Michael Adams,ARZ,64.3,86.8,0,4192,589,CB,0,0,69,113
2010,601,502,16,0,4,0,52.2,52.0,,29.4,1103,0,32,Dominique Rodgers-Cromartie,ARZ,51.5,89.9,0,4330,1103,CB,0,0,77,990
2010,2,351,15,632,0,418,61.6,52.9,68.3,61.0,771,2,0,Calais Campbell,ARZ,64.1,64.3,87,4364,0,DI,771,48,0,0
2010,0,35,7,53,0,28,60.5,66.7,58.9,67.4,63,0,0,Kenny Iwebema,ARZ,,6.5,5,4430,0,DI,63,5,0,0
2010,279,96,16,0,318,1,72.1,68.0,58.0,70.1,376,0,13,Rashad Johnson,ARZ,70.6,80.3,0,5018,376,S,0,0,43,2
2010,524,362,14,0,7,1,67.8,69.4,78.1,71.5,887,0,23,Greg Toler,ARZ,66.0,64.7,0,5055,887,CB,0,0,76,781
2010,29,118,9,35,0,99,44.3,44.9,52.9,60.5,246,152,1,Will Davis,ARZ,44.5,82.2,0,5128,59,ED,187,0,58,0
2010,4,39,7,0,0,0,84.5,79.7,,80.7,43,13,0,Reggie Walker,ARZ,62.6,77.9,0,5351,30,LB,13,0,30,0
2010,0,4,2,2,0,2,71.2,60.2,71.1,,6,4,0,Cyril Obiozor,ARZ,,69.8,0,5394,0,LB,6,0,0,0
2010,1,233,15,2,0,148,78.0,77.1,57.1,81.3,382,0,0,Dan Williams,ARZ,84.3,83.7,300,5551,0,DI,382,80,0,0
2010,203,280,16,0,0,35,86.9,75.2,69.2,75.6,518,8,34,Daryl Washington,ARZ,85.7,84.3,0,5572,510,LB,8,0,474,2
2010,18,53,9,49,0,62,50.7,40.4,59.9,77.8,133,39,4,O'Brien Schofield,ARZ,61.1,78.5,0,5653,43,ED,90,2,39,0
2010,1,0,1,0,0,0,77.7,,,,1,0,0,A.J. Jefferson,ARZ,60.0,64.5,0,5881,1,CB,0,0,0,1
2011,0,70,16,132,0,82,73.6,68.4,60.6,76.0,152,0,0,Vonnie Holliday,ARZ,67.2,79.2,13,340,0,DI,152,6,0,0
2011,61,136,6,92,0,134,50.7,62.0,50.2,72.9,331,209,10,Joey Porter,ARZ,50.6,38.0,0,484,30,ED,301,0,20,0
2011,171,347,16,91,0,337,62.8,56.0,60.1,75.2,855,676,19,Clark Haggans,ARZ,69.3,80.3,0,670,88,ED,767,0,69,0
2011,456,430,16,0,3,200,52.8,43.2,48.3,78.0,1086,15,5,Paris Lenon,ARZ,69.0,69.2,0,751,1071,LB,15,0,1056,7
2011,625,452,16,0,599,58,80.2,81.5,58.0,67.3,1135,0,49,Adrian Wilson,ARZ,82.5,17.9,0,831,1135,S,0,0,477,10
2011,0,121,16,80,0,128,37.6,30.0,54.5,75.2,249,0,0,Nick Eason,ARZ,69.7,82.5,128,1426,0,DI,249,41,0,0
2011,7,397,16,830,0,597,61.2,52.8,66.7,54.8,1001,0,0,Darnell Dockett,ARZ,62.6,58.2,109,1785,3,DI,998,54,3,0
2011,1,0,1,0,0,0,61.1,,,,1,0,1,Sean Considine,ARZ,60.0,64.4,0,2319,1,S,0,0,0,0
2011,230,158,7,0,265,9,63.5,83.5,74.0,84.6,397,0,7,Kerry Rhodes,ARZ,53.8,26.2,0,2340,397,S,0,0,125,0
2011,1,4,3,0,1,0,69.1,64.0,,76.7,5,0,0,Hamza Abdullah,ARZ,60.0,69.1,0,2448,5,S,0,0,4,0
2011,528,273,16,0,227,18,66.7,64.8,86.7,73.6,819,0,226,Richard Marshall,ARZ,64.2,59.9,0,3003,819,CB,0,0,137,229
2011,70,88,15,18,0,70,56.1,52.1,54.2,68.8,228,71,0,Stewart Bradley,ARZ,64.3,85.5,0,3703,139,LB,89,0,138,1
2011,264,83,13,0,2,21,62.3,91.0,58.6,43.9,368,0,329,Michael Adams,ARZ,58.8,0.0,0,4192,368,CB,0,0,30,7
2011,4,389,16,867,0,605,71.4,53.1,69.5,65.1,998,0,0,Calais Campbell,ARZ,74.0,68.7,62,4364,0,DI,998,59,0,0
2011,240,239,12,0,396,1,61.9,60.1,57.8,86.9,480,0,4,Rashad Johnson,ARZ,63.5,35.9,0,5018,480,S,0,0,78,2
2011,36,24,4,0,0,17,40.5,46.5,45.1,79.3,77,1,3,Reggie Walker,ARZ,51.9,78.8,0,5351,76,LB,1,0,72,1
2011,0,16,6,37,0,25,54.9,56.8,55.3,69.2,41,0,0,Ronald Talley,ARZ,,76.5,4,5396,0,DI,41,0,0,0
2011,0,138,10,0,0,99,64.1,62.1,61.2,64.0,237,0,0,Dan Williams,ARZ,,81.6,209,5551,0,DI,237,28,0,0
2011,449,396,15,0,0,141,75.7,57.9,73.4,70.2,986,55,27,Daryl Washington,ARZ,83.1,31.2,0,5572,931,LB,55,0,898,6
2011,82,170,16,8,0,181,66.3,48.5,69.6,66.7,433,377,8,O'Brien Schofield,ARZ,72.8,85.8,0,5653,48,ED,385,0,40,0
2011,509,279,16,0,0,1,58.4,90.5,54.3,78.1,789,0,19,A.J. Jefferson,ARZ,51.3,88.5,0,5881,789,CB,0,0,78,692
2011,7,4,1,0,0,1,43.4,60.0,53.4,72.8,12,0,0,Marshay Green,ARZ,43.8,73.2,0,5884,12,CB,0,0,0,12
2011,664,428,16,0,0,6,49.6,60.0,64.7,45.0,1098,0,45,Patrick Peterson,ARZ,47.5,70.3,0,6157,1098,CB,0,0,59,994
2011,114,231,16,35,0,211,68.5,43.7,75.8,64.9,556,456,12,Sam Acho,ARZ,81.1,71.7,0,6255,65,ED,491,0,53,0
2011,0,132,16,0,0,108,70.1,62.9,82.2,45.4,240,0,0,David Carter,ARZ,59.8,28.2,234,6336,0,DI,240,6,0,0
2012,0,92,16,186,0,103,47.2,41.7,58.2,75.5,195,0,0,Vonnie Holliday,ARZ,,81.0,4,340,0,DI,195,4,0,0
2012,372,461,16,0,2,181,50.9,49.2,58.4,60.6,1014,59,32,Paris Lenon,ARZ,53.2,92.2,0,751,955,LB,59,0,917,4
2012,372,432,15,1,382,42,60.6,50.2,79.3,76.8,846,0,58,Adrian Wilson,ARZ,63.7,25.5,0,831,845,S,1,0,399,6
2012,0,120,16,120,0,98,45.9,46.9,54.7,74.3,218,0,0,Nick Eason,ARZ,,51.8,83,1426,0,DI,218,15,0,0
2012,6,358,15,759,0,430,42.9,34.6,54.3,39.7,794,0,0,Darnell Dockett,ARZ,68.0,77.7,31,1785,0,DI,794,0,0,0
2012,526,459,15,0,620,27,88.5,85.9,68.6,79.4,1012,0,70,Kerry Rhodes,ARZ,85.7,86.4,0,2340,1011,S,1,1,314,7
2012,76,34,8,0,99,10,63.4,74.8,75.3,86.7,120,0,3,James Sanders,ARZ,54.9,76.7,0,2350,120,S,0,0,18,0
2012,13,25,9,0,0,1,54.5,67.7,65.3,81.4,39,0,0,Stewart Bradley,ARZ,35.4,77.1,0,3703,39,LB,0,0,39,0
2012,554,442,16,1,21,10,55.1,73.7,71.9,44.3,1006,0,430,William Gay,ARZ,49.0,67.1,0,3786,1005,CB,1,0,188,366
2012,56,13,11,0,2,3,80.8,63.3,51.2,78.3,72,0,65,Michael Adams,ARZ,82.3,79.0,0,4192,72,CB,0,0,4,1
2012,2,330,13,737,0,422,76.0,75.3,65.3,62.9,754,0,0,Calais Campbell,ARZ,62.4,84.7,4,4364,0,DI,754,4,0,0
2012,82,242,16,37,0,144,67.4,67.2,69.0,78.8,468,407,14,Quentin Groves,ARZ,69.1,16.2,0,4366,24,ED,444,0,9,1
2012,100,55,9,0,138,6,79.3,55.6,44.6,52.1,161,0,6,Rashad Johnson,ARZ,81.5,77.6,0,5018,161,S,0,0,17,0
2012,198,102,10,0,0,2,84.2,66.9,50.2,87.8,302,0,8,Greg Toler,ARZ,85.8,84.9,0,5055,302,CB,0,0,16,278
2012,28,84,11,2,0,82,56.5,57.3,57.9,79.1,194,154,5,Reggie Walker,ARZ,69.0,14.2,0,5351,38,ED,156,0,33,0
2012,0,37,3,70,0,34,49.0,51.1,60.6,73.0,71,0,0,Ronald Talley,ARZ,,7.7,0,5396,0,ED,71,1,0,0
2012,1,263,15,9,0,155,72.8,73.2,62.0,81.5,419,0,0,Dan Williams,ARZ,78.0,48.7,396,5551,0,DI,419,14,0,0
2012,414,490,16,0,2,154,82.8,83.9,85.9,61.6,1058,68,42,Daryl Washington,ARZ,64.0,35.6,0,5572,990,LB,68,0,937,9
2012,78,204,9,1,0,208,63.6,61.8,57.6,57.1,490,454,12,O'Brien Schofield,ARZ,66.6,87.5,0,5653,35,ED,455,0,23,0
2012,568,469,16,0,2,5,79.2,77.9,42.1,57.8,1042,0,68,Patrick Peterson,ARZ,77.8,89.6,0,6157,1042,CB,0,0,54,918
2012,166,448,16,8,0,383,62.0,54.6,59.4,68.3,997,898,22,Sam Acho,ARZ,75.0,70.5,0,6255,91,ED,906,0,69,0
2012,0,142,15,215,0,147,53.0,49.7,60.8,51.4,289,0,0,David Carter,ARZ,60.0,57.7,68,6336,0,DI,289,5,0,0
2012,0,4,1,0,0,2,70.2,66.9,59.2,68.6,6,0,0,Ricky Lumpkin,ARZ,,70.5,6,6837,0,DI,6,0,0,0
